Council area,Year,Sex,Age group,Type,Life expectancy
City of Edinburgh,2009-11,Female,60 to 64,Upper_CI,24.46367214
City of Edinburgh,2009-11,Female,65 to 69,Estimate,20.0472047
City of Edinburgh,2009-11,Female,65 to 69,Lower_CI,19.8231893
City of Edinburgh,2009-11,Female,65 to 69,Upper_CI,20.2712201
City of Edinburgh,2009-11,Female,70 to 74,Estimate,16.17512419
City of Edinburgh,2009-11,Female,70 to 74,Lower_CI,15.96952311
City of Edinburgh,2009-11,Female,70 to 74,Upper_CI,16.38072527
City of Edinburgh,2009-11,Female,75 to 79,Estimate,12.52808889
City of Edinburgh,2009-11,Female,75 to 79,Lower_CI,12.33901916
City of Edinburgh,2009-11,Female,75 to 79,Upper_CI,12.71715863
City of Edinburgh,2009-11,Female,80 to 84,Estimate,9.38056283
City of Edinburgh,2009-11,Female,80 to 84,Lower_CI,9.203870908
City of Edinburgh,2009-11,Female,80 to 84,Upper_CI,9.557254751
City of Edinburgh,2009-11,Female,85 to 89,Estimate,6.68614827
City of Edinburgh,2009-11,Female,85 to 89,Lower_CI,6.507255794
City of Edinburgh,2009-11,Female,85 to 89,Upper_CI,6.865040746
City of Edinburgh,2009-11,Female,90 and over,Estimate,4.548597521
City of Edinburgh,2009-11,Female,90 and over,Lower_CI,4.320897797
City of Edinburgh,2009-11,Female,90 and over,Upper_CI,4.776297245
Clackmannanshire,2009-11,Male,0,Estimate,76.50345354
Clackmannanshire,2009-11,Male,0,Lower_CI,75.57056159
Clackmannanshire,2009-11,Male,0,Upper_CI,77.43634549
Clackmannanshire,2009-11,Male,1 to 4,Estimate,75.67085812
Clackmannanshire,2009-11,Male,1 to 4,Lower_CI,74.76523223
Clackmannanshire,2009-11,Male,1 to 4,Upper_CI,76.57648402
Clackmannanshire,2009-11,Male,5 to 9,Estimate,71.67085812
Clackmannanshire,2009-11,Male,5 to 9,Lower_CI,70.76523223
Clackmannanshire,2009-11,Male,5 to 9,Upper_CI,72.57648402
Clackmannanshire,2009-11,Male,10 to 14,Estimate,66.67085812
Clackmannanshire,2009-11,Male,10 to 14,Lower_CI,65.76523223
Clackmannanshire,2009-11,Male,10 to 14,Upper_CI,67.57648402
Clackmannanshire,2009-11,Male,15 to 19,Estimate,61.67085812
Clackmannanshire,2009-11,Male,15 to 19,Lower_CI,60.76523223
Clackmannanshire,2009-11,Male,15 to 19,Upper_CI,62.57648402
Clackmannanshire,2009-11,Male,20 to 24,Estimate,56.91486166
Clackmannanshire,2009-11,Male,20 to 24,Lower_CI,56.03763844
Clackmannanshire,2009-11,Male,20 to 24,Upper_CI,57.79208488
Clackmannanshire,2009-11,Male,25 to 29,Estimate,52.21794099
Clackmannanshire,2009-11,Male,25 to 29,Lower_CI,51.37702014
Clackmannanshire,2009-11,Male,25 to 29,Upper_CI,53.05886183
Clackmannanshire,2009-11,Male,30 to 34,Estimate,47.38509757
Clackmannanshire,2009-11,Male,30 to 34,Lower_CI,46.56289884
Clackmannanshire,2009-11,Male,30 to 34,Upper_CI,48.20729631
Clackmannanshire,2009-11,Male,35 to 39,Estimate,42.68912849
Clackmannanshire,2009-11,Male,35 to 39,Lower_CI,41.89816961
Clackmannanshire,2009-11,Male,35 to 39,Upper_CI,43.48008737
Clackmannanshire,2009-11,Male,40 to 44,Estimate,38.03681873
Clackmannanshire,2009-11,Male,40 to 44,Lower_CI,37.27233157
Clackmannanshire,2009-11,Male,40 to 44,Upper_CI,38.80130589
Clackmannanshire,2009-11,Male,45 to 49,Estimate,33.65967565
Clackmannanshire,2009-11,Male,45 to 49,Lower_CI,32.92743481
Clackmannanshire,2009-11,Male,45 to 49,Upper_CI,34.3919165
Clackmannanshire,2009-11,Male,50 to 54,Estimate,29.06792558
Clackmannanshire,2009-11,Male,50 to 54,Lower_CI,28.35393872
Clackmannanshire,2009-11,Male,50 to 54,Upper_CI,29.78191244
Clackmannanshire,2009-11,Male,55 to 59,Estimate,24.802616
Clackmannanshire,2009-11,Male,55 to 59,Lower_CI,24.12079415
Clackmannanshire,2009-11,Male,55 to 59,Upper_CI,25.48443785
Clackmannanshire,2009-11,Male,60 to 64,Estimate,20.42902881
Clackmannanshire,2009-11,Male,60 to 64,Lower_CI,19.77026967
Clackmannanshire,2009-11,Male,60 to 64,Upper_CI,21.08778794
Clackmannanshire,2009-11,Male,65 to 69,Estimate,16.5365435
Clackmannanshire,2009-11,Male,65 to 69,Lower_CI,15.89840981
Clackmannanshire,2009-11,Male,65 to 69,Upper_CI,17.17467718
Clackmannanshire,2009-11,Male,70 to 74,Estimate,12.92744789
Clackmannanshire,2009-11,Male,70 to 74,Lower_CI,12.31225256
Clackmannanshire,2009-11,Male,70 to 74,Upper_CI,13.54264322
Clackmannanshire,2009-11,Male,75 to 79,Estimate,9.671034218
Clackmannanshire,2009-11,Male,75 to 79,Lower_CI,9.071927665
Clackmannanshire,2009-11,Male,75 to 79,Upper_CI,10.27014077
Clackmannanshire,2009-11,Male,80 to 84,Estimate,7.036904438
Clackmannanshire,2009-11,Male,80 to 84,Lower_CI,6.41376119
Clackmannanshire,2009-11,Male,80 to 84,Upper_CI,7.660047687
Clackmannanshire,2009-11,Male,85 to 89,Estimate,5.123763376
Clackmannanshire,2009-11,Male,85 to 89,Lower_CI,4.362472326
Clackmannanshire,2009-11,Male,85 to 89,Upper_CI,5.885054425
Clackmannanshire,2009-11,Male,90 and over,Estimate,4.58974359
Clackmannanshire,2009-11,Male,90 and over,Lower_CI,3.149247142
Clackmannanshire,2009-11,Male,90 and over,Upper_CI,6.030240038
Clackmannanshire,2009-11,Female,0,Estimate,80.5661497
Clackmannanshire,2009-11,Female,0,Lower_CI,79.66261071
Clackmannanshire,2009-11,Female,0,Upper_CI,81.46968869
Clackmannanshire,2009-11,Female,1 to 4,Estimate,79.74130458
Clackmannanshire,2009-11,Female,1 to 4,Lower_CI,78.86901806
Clackmannanshire,2009-11,Female,1 to 4,Upper_CI,80.61359109
Clackmannanshire,2009-11,Female,5 to 9,Estimate,75.74130458
Clackmannanshire,2009-11,Female,5 to 9,Lower_CI,74.86901806
Clackmannanshire,2009-11,Female,5 to 9,Upper_CI,76.61359109
Clackmannanshire,2009-11,Female,10 to 14,Estimate,70.74130458
Clackmannanshire,2009-11,Female,10 to 14,Lower_CI,69.86901806
Clackmannanshire,2009-11,Female,10 to 14,Upper_CI,71.61359109
Clackmannanshire,2009-11,Female,15 to 19,Estimate,65.81660117
Clackmannanshire,2009-11,Female,15 to 19,Lower_CI,64.9559273
Clackmannanshire,2009-11,Female,15 to 19,Upper_CI,66.67727504
Clackmannanshire,2009-11,Female,20 to 24,Estimate,60.88334155
Clackmannanshire,2009-11,Female,20 to 24,Lower_CI,60.03175928
Clackmannanshire,2009-11,Female,20 to 24,Upper_CI,61.73492383
Clackmannanshire,2009-11,Female,25 to 29,Estimate,56.15886464
Clackmannanshire,2009-11,Female,25 to 29,Lower_CI,55.34719826
Clackmannanshire,2009-11,Female,25 to 29,Upper_CI,56.97053102
Clackmannanshire,2009-11,Female,30 to 34,Estimate,51.39846662
Clackmannanshire,2009-11,Female,30 to 34,Lower_CI,50.61787902
Clackmannanshire,2009-11,Female,30 to 34,Upper_CI,52.17905423
Clackmannanshire,2009-11,Female,35 to 39,Estimate,46.45193679
Clackmannanshire,2009-11,Female,35 to 39,Lower_CI,45.67756289
Clackmannanshire,2009-11,Female,35 to 39,Upper_CI,47.22631069
Clackmannanshire,2009-11,Female,40 to 44,Estimate,41.57536262
Clackmannanshire,2009-11,Female,40 to 44,Lower_CI,40.81151366
Clackmannanshire,2009-11,Female,40 to 44,Upper_CI,42.33921157
Clackmannanshire,2009-11,Female,45 to 49,Estimate,36.97293616
Clackmannanshire,2009-11,Female,45 to 49,Lower_CI,36.2325214
Clackmannanshire,2009-11,Female,45 to 49,Upper_CI,37.71335092
Clackmannanshire,2009-11,Female,50 to 54,Estimate,32.27549923
Clackmannanshire,2009-11,Female,50 to 54,Lower_CI,31.55049704
Clackmannanshire,2009-11,Female,50 to 54,Upper_CI,33.00050142
Clackmannanshire,2009-11,Female,55 to 59,Estimate,27.86236626
Clackmannanshire,2009-11,Female,55 to 59,Lower_CI,27.16578445
Clackmannanshire,2009-11,Female,55 to 59,Upper_CI,28.55894808
Clackmannanshire,2009-11,Female,60 to 64,Estimate,23.39027754
Clackmannanshire,2009-11,Female,60 to 64,Lower_CI,22.71678422
Clackmannanshire,2009-11,Female,60 to 64,Upper_CI,24.06377087
Clackmannanshire,2009-11,Female,65 to 69,Estimate,19.29224185
Clackmannanshire,2009-11,Female,65 to 69,Lower_CI,18.64206252
Clackmannanshire,2009-11,Female,65 to 69,Upper_CI,19.94242117
Clackmannanshire,2009-11,Female,70 to 74,Estimate,15.26195745
Clackmannanshire,2009-11,Female,70 to 74,Lower_CI,14.63477209
Clackmannanshire,2009-11,Female,70 to 74,Upper_CI,15.8891428
Clackmannanshire,2009-11,Female,75 to 79,Estimate,11.62402251
Clackmannanshire,2009-11,Female,75 to 79,Lower_CI,11.01780975
Clackmannanshire,2009-11,Female,75 to 79,Upper_CI,12.23023528
Clackmannanshire,2009-11,Female,80 to 84,Estimate,9.014503718
Clackmannanshire,2009-11,Female,80 to 84,Lower_CI,8.431307359
Clackmannanshire,2009-11,Female,80 to 84,Upper_CI,9.597700077
Clackmannanshire,2009-11,Female,85 to 89,Estimate,6.472410635
Clackmannanshire,2009-11,Female,85 to 89,Lower_CI,5.862505934
Clackmannanshire,2009-11,Female,85 to 89,Upper_CI,7.082315336
Clackmannanshire,2009-11,Female,90 and over,Estimate,4.51754386
Clackmannanshire,2009-11,Female,90 and over,Lower_CI,3.688254633
Clackmannanshire,2009-11,Female,90 and over,Upper_CI,5.346833086
Dumfries and Galloway,2009-11,Male,0,Estimate,77.25406736
Dumfries and Galloway,2009-11,Male,0,Lower_CI,76.65465892
Dumfries and Galloway,2009-11,Male,0,Upper_CI,77.85347581
Dumfries and Galloway,2009-11,Male,1 to 4,Estimate,76.66340895
Dumfries and Galloway,2009-11,Male,1 to 4,Lower_CI,76.10736334
Dumfries and Galloway,2009-11,Male,1 to 4,Upper_CI,77.21945457
Dumfries and Galloway,2009-11,Male,5 to 9,Estimate,72.75960403
Dumfries and Galloway,2009-11,Male,5 to 9,Lower_CI,72.21360104
Dumfries and Galloway,2009-11,Male,5 to 9,Upper_CI,73.30560702
Dumfries and Galloway,2009-11,Male,10 to 14,Estimate,67.75960403
Dumfries and Galloway,2009-11,Male,10 to 14,Lower_CI,67.21360104
Dumfries and Galloway,2009-11,Male,10 to 14,Upper_CI,68.30560702
Dumfries and Galloway,2009-11,Male,15 to 19,Estimate,62.75960403
Dumfries and Galloway,2009-11,Male,15 to 19,Lower_CI,62.21360104
Dumfries and Galloway,2009-11,Male,15 to 19,Upper_CI,63.30560702
Dumfries and Galloway,2009-11,Male,20 to 24,Estimate,57.89553817
Dumfries and Galloway,2009-11,Male,20 to 24,Lower_CI,57.35924702
Dumfries and Galloway,2009-11,Male,20 to 24,Upper_CI,58.43182931
Dumfries and Galloway,2009-11,Male,25 to 29,Estimate,53.20786934
Dumfries and Galloway,2009-11,Male,25 to 29,Lower_CI,52.69613603
Dumfries and Galloway,2009-11,Male,25 to 29,Upper_CI,53.71960266
Dumfries and Galloway,2009-11,Male,30 to 34,Estimate,48.64296404
Dumfries and Galloway,2009-11,Male,30 to 34,Lower_CI,48.16795339
Dumfries and Galloway,2009-11,Male,30 to 34,Upper_CI,49.11797469
Dumfries and Galloway,2009-11,Male,35 to 39,Estimate,44.1245731
Dumfries and Galloway,2009-11,Male,35 to 39,Lower_CI,43.69404748
Dumfries and Galloway,2009-11,Male,35 to 39,Upper_CI,44.55509872
Dumfries and Galloway,2009-11,Male,40 to 44,Estimate,39.41494929
Dumfries and Galloway,2009-11,Male,40 to 44,Lower_CI,39.00414458
Dumfries and Galloway,2009-11,Male,40 to 44,Upper_CI,39.825754
Dumfries and Galloway,2009-11,Male,45 to 49,Estimate,34.73701722
Dumfries and Galloway,2009-11,Male,45 to 49,Lower_CI,34.34099855
Dumfries and Galloway,2009-11,Male,45 to 49,Upper_CI,35.13303589
Dumfries and Galloway,2009-11,Male,50 to 54,Estimate,30.19298635
Dumfries and Galloway,2009-11,Male,50 to 54,Lower_CI,29.81250225
Dumfries and Galloway,2009-11,Male,50 to 54,Upper_CI,30.57347045
Dumfries and Galloway,2009-11,Male,55 to 59,Estimate,25.85329474
Dumfries and Galloway,2009-11,Male,55 to 59,Lower_CI,25.49386517
Dumfries and Galloway,2009-11,Male,55 to 59,Upper_CI,26.21272431
Dumfries and Galloway,2009-11,Male,60 to 64,Estimate,21.59037135
Dumfries and Galloway,2009-11,Male,60 to 64,Lower_CI,21.25051188
Dumfries and Galloway,2009-11,Male,60 to 64,Upper_CI,21.93023082
Dumfries and Galloway,2009-11,Male,65 to 69,Estimate,17.59864567
Dumfries and Galloway,2009-11,Male,65 to 69,Lower_CI,17.27471956
Dumfries and Galloway,2009-11,Male,65 to 69,Upper_CI,17.92257178
Dumfries and Galloway,2009-11,Male,70 to 74,Estimate,13.92667648
Dumfries and Galloway,2009-11,Male,70 to 74,Lower_CI,13.62156017
Dumfries and Galloway,2009-11,Male,70 to 74,Upper_CI,14.23179279
Dumfries and Galloway,2009-11,Male,75 to 79,Estimate,10.60003915
Dumfries and Galloway,2009-11,Male,75 to 79,Lower_CI,10.31010825
Dumfries and Galloway,2009-11,Male,75 to 79,Upper_CI,10.88997004
Dumfries and Galloway,2009-11,Male,80 to 84,Estimate,7.634514544
Dumfries and Galloway,2009-11,Male,80 to 84,Lower_CI,7.347768425
Dumfries and Galloway,2009-11,Male,80 to 84,Upper_CI,7.921260662
Dumfries and Galloway,2009-11,Male,85 to 89,Estimate,5.376831683
Dumfries and Galloway,2009-11,Male,85 to 89,Lower_CI,5.059665789
Dumfries and Galloway,2009-11,Male,85 to 89,Upper_CI,5.693997578
Dumfries and Galloway,2009-11,Male,90 and over,Estimate,3.9
Dumfries and Galloway,2009-11,Male,90 and over,Lower_CI,3.406581922
Dumfries and Galloway,2009-11,Male,90 and over,Upper_CI,4.393418078
Dumfries and Galloway,2009-11,Female,0,Estimate,81.46864546
Dumfries and Galloway,2009-11,Female,0,Lower_CI,80.96048411
Dumfries and Galloway,2009-11,Female,0,Upper_CI,81.9768068
Dumfries and Galloway,2009-11,Female,1 to 4,Estimate,80.65023136
Dumfries and Galloway,2009-11,Female,1 to 4,Lower_CI,80.16650511
Dumfries and Galloway,2009-11,Female,1 to 4,Upper_CI,81.13395762
Dumfries and Galloway,2009-11,Female,5 to 9,Estimate,76.75451896
Dumfries and Galloway,2009-11,Female,5 to 9,Lower_CI,76.28476732
Dumfries and Galloway,2009-11,Female,5 to 9,Upper_CI,77.22427061
Dumfries and Galloway,2009-11,Female,10 to 14,Estimate,71.75451896
Dumfries and Galloway,2009-11,Female,10 to 14,Lower_CI,71.28476732
Dumfries and Galloway,2009-11,Female,10 to 14,Upper_CI,72.22427061
Dumfries and Galloway,2009-11,Female,15 to 19,Estimate,66.78258564
Dumfries and Galloway,2009-11,Female,15 to 19,Lower_CI,66.31587577
Dumfries and Galloway,2009-11,Female,15 to 19,Upper_CI,67.2492955
Dumfries and Galloway,2009-11,Female,20 to 24,Estimate,61.88186376
Dumfries and Galloway,2009-11,Female,20 to 24,Lower_CI,61.4246866
Dumfries and Galloway,2009-11,Female,20 to 24,Upper_CI,62.33904092
Dumfries and Galloway,2009-11,Female,25 to 29,Estimate,56.98873295
Dumfries and Galloway,2009-11,Female,25 to 29,Lower_CI,56.54289054
Dumfries and Galloway,2009-11,Female,25 to 29,Upper_CI,57.43457536
Dumfries and Galloway,2009-11,Female,30 to 34,Estimate,52.16115785
Dumfries and Galloway,2009-11,Female,30 to 34,Lower_CI,51.73259303
Dumfries and Galloway,2009-11,Female,30 to 34,Upper_CI,52.58972268
Dumfries and Galloway,2009-11,Female,35 to 39,Estimate,47.32515658
Dumfries and Galloway,2009-11,Female,35 to 39,Lower_CI,46.91275648
Dumfries and Galloway,2009-11,Female,35 to 39,Upper_CI,47.73755669
Dumfries and Galloway,2009-11,Female,40 to 44,Estimate,42.52899995
Dumfries and Galloway,2009-11,Female,40 to 44,Lower_CI,42.13117903
Dumfries and Galloway,2009-11,Female,40 to 44,Upper_CI,42.92682087
Dumfries and Galloway,2009-11,Female,45 to 49,Estimate,37.78784364
Dumfries and Galloway,2009-11,Female,45 to 49,Lower_CI,37.40243504
Dumfries and Galloway,2009-11,Female,45 to 49,Upper_CI,38.17325224
Dumfries and Galloway,2009-11,Female,50 to 54,Estimate,33.1048262
Dumfries and Galloway,2009-11,Female,50 to 54,Lower_CI,32.7314384
Dumfries and Galloway,2009-11,Female,50 to 54,Upper_CI,33.478214
Dumfries and Galloway,2009-11,Female,55 to 59,Estimate,28.55753353
Dumfries and Galloway,2009-11,Female,55 to 59,Lower_CI,28.20033002
Dumfries and Galloway,2009-11,Female,55 to 59,Upper_CI,28.91473704
Dumfries and Galloway,2009-11,Female,60 to 64,Estimate,24.02726816
Dumfries and Galloway,2009-11,Female,60 to 64,Lower_CI,23.68432489
Dumfries and Galloway,2009-11,Female,60 to 64,Upper_CI,24.37021143
Dumfries and Galloway,2009-11,Female,65 to 69,Estimate,19.84822596
Dumfries and Galloway,2009-11,Female,65 to 69,Lower_CI,19.52229139
Dumfries and Galloway,2009-11,Female,65 to 69,Upper_CI,20.17416053
Dumfries and Galloway,2009-11,Female,70 to 74,Estimate,15.9094409
Dumfries and Galloway,2009-11,Female,70 to 74,Lower_CI,15.60241766
Dumfries and Galloway,2009-11,Female,70 to 74,Upper_CI,16.21646415
Dumfries and Galloway,2009-11,Female,75 to 79,Estimate,12.23200361
Dumfries and Galloway,2009-11,Female,75 to 79,Lower_CI,11.94478726
Dumfries and Galloway,2009-11,Female,75 to 79,Upper_CI,12.51921997
Dumfries and Galloway,2009-11,Female,80 to 84,Estimate,8.910020615
Dumfries and Galloway,2009-11,Female,80 to 84,Lower_CI,8.634370528
Dumfries and Galloway,2009-11,Female,80 to 84,Upper_CI,9.185670702
Dumfries and Galloway,2009-11,Female,85 to 89,Estimate,6.495014048
Dumfries and Galloway,2009-11,Female,85 to 89,Lower_CI,6.206636117
Dumfries and Galloway,2009-11,Female,85 to 89,Upper_CI,6.783391979
Dumfries and Galloway,2009-11,Female,90 and over,Estimate,4.555353902
Dumfries and Galloway,2009-11,Female,90 and over,Lower_CI,4.174987284
Dumfries and Galloway,2009-11,Female,90 and over,Upper_CI,4.93572052
Dundee City,2009-11,Male,0,Estimate,73.92424366
Dundee City,2009-11,Male,0,Lower_CI,73.27826968
Dundee City,2009-11,Male,0,Upper_CI,74.57021764
Dundee City,2009-11,Male,1 to 4,Estimate,73.43934065
Dundee City,2009-11,Male,1 to 4,Lower_CI,72.83180009
Dundee City,2009-11,Male,1 to 4,Upper_CI,74.04688121
Dundee City,2009-11,Male,5 to 9,Estimate,69.49941789
Dundee City,2009-11,Male,5 to 9,Lower_CI,68.89709898
Dundee City,2009-11,Male,5 to 9,Upper_CI,70.1017368
Dundee City,2009-11,Male,10 to 14,Estimate,64.68793623
Dundee City,2009-11,Male,10 to 14,Lower_CI,64.10311664
Dundee City,2009-11,Male,10 to 14,Upper_CI,65.27275581
Dundee City,2009-11,Male,15 to 19,Estimate,59.79601397
Dundee City,2009-11,Male,15 to 19,Lower_CI,59.21984904
Dundee City,2009-11,Male,15 to 19,Upper_CI,60.37217891
Dundee City,2009-11,Male,20 to 24,Estimate,55.03365816
Dundee City,2009-11,Male,20 to 24,Lower_CI,54.46977204
Dundee City,2009-11,Male,20 to 24,Upper_CI,55.59754429
Dundee City,2009-11,Male,25 to 29,Estimate,50.31025698
Dundee City,2009-11,Male,25 to 29,Lower_CI,49.75537424
Dundee City,2009-11,Male,25 to 29,Upper_CI,50.86513971
Dundee City,2009-11,Male,30 to 34,Estimate,45.59297389
Dundee City,2009-11,Male,30 to 34,Lower_CI,45.04882
Dundee City,2009-11,Male,30 to 34,Upper_CI,46.13712777
Dundee City,2009-11,Male,35 to 39,Estimate,41.12606866
Dundee City,2009-11,Male,35 to 39,Lower_CI,40.60855382
Dundee City,2009-11,Male,35 to 39,Upper_CI,41.6435835
Dundee City,2009-11,Male,40 to 44,Estimate,36.71537976
Dundee City,2009-11,Male,40 to 44,Lower_CI,36.22708547
Dundee City,2009-11,Male,40 to 44,Upper_CI,37.20367405
Dundee City,2009-11,Male,45 to 49,Estimate,32.37858977
Dundee City,2009-11,Male,45 to 49,Lower_CI,31.91462354
Dundee City,2009-11,Male,45 to 49,Upper_CI,32.842556
Dundee City,2009-11,Male,50 to 54,Estimate,28.01106157
Dundee City,2009-11,Male,50 to 54,Lower_CI,27.56524859
Dundee City,2009-11,Male,50 to 54,Upper_CI,28.45687454
Dundee City,2009-11,Male,55 to 59,Estimate,23.73218311
Dundee City,2009-11,Male,55 to 59,Lower_CI,23.30345397
Dundee City,2009-11,Male,55 to 59,Upper_CI,24.16091225
Dundee City,2009-11,Male,60 to 64,Estimate,19.84468943
Dundee City,2009-11,Male,60 to 64,Lower_CI,19.44234954
Dundee City,2009-11,Male,60 to 64,Upper_CI,20.24702933
Dundee City,2009-11,Male,65 to 69,Estimate,16.10693139
Dundee City,2009-11,Male,65 to 69,Lower_CI,15.72265066
Dundee City,2009-11,Male,65 to 69,Upper_CI,16.49121212
Dundee City,2009-11,Male,70 to 74,Estimate,12.88556263
Dundee City,2009-11,Male,70 to 74,Lower_CI,12.52972344
Dundee City,2009-11,Male,70 to 74,Upper_CI,13.24140182
Dundee City,2009-11,Male,75 to 79,Estimate,10.09258199
Dundee City,2009-11,Male,75 to 79,Lower_CI,9.754415758
Dundee City,2009-11,Male,75 to 79,Upper_CI,10.43074822
Dundee City,2009-11,Male,80 to 84,Estimate,7.49606695
Dundee City,2009-11,Male,80 to 84,Lower_CI,7.155264274
Dundee City,2009-11,Male,80 to 84,Upper_CI,7.836869625
Dundee City,2009-11,Male,85 to 89,Estimate,5.718602166
Dundee City,2009-11,Male,85 to 89,Lower_CI,5.318744469
Dundee City,2009-11,Male,85 to 89,Upper_CI,6.118459862
Dundee City,2009-11,Male,90 and over,Estimate,4.242774566
Dundee City,2009-11,Male,90 and over,Lower_CI,3.6105331
Dundee City,2009-11,Male,90 and over,Upper_CI,4.875016033
Dundee City,2009-11,Female,0,Estimate,78.90059567
Dundee City,2009-11,Female,0,Lower_CI,78.30595861
Dundee City,2009-11,Female,0,Upper_CI,79.49523273
Dundee City,2009-11,Female,1 to 4,Estimate,78.34533015
Dundee City,2009-11,Female,1 to 4,Lower_CI,77.7948611
Dundee City,2009-11,Female,1 to 4,Upper_CI,78.89579919
Dundee City,2009-11,Female,5 to 9,Estimate,74.37881494
Dundee City,2009-11,Female,5 to 9,Lower_CI,73.83203086
Dundee City,2009-11,Female,5 to 9,Upper_CI,74.92559901
Dundee City,2009-11,Female,10 to 14,Estimate,69.45066501
Dundee City,2009-11,Female,10 to 14,Lower_CI,68.91247832
Dundee City,2009-11,Female,10 to 14,Upper_CI,69.98885171
Dundee City,2009-11,Female,15 to 19,Estimate,64.54218185
Dundee City,2009-11,Female,15 to 19,Lower_CI,64.01331726
Dundee City,2009-11,Female,15 to 19,Upper_CI,65.07104644
Dundee City,2009-11,Female,20 to 24,Estimate,59.59847296
Dundee City,2009-11,Female,20 to 24,Lower_CI,59.07297868
Dundee City,2009-11,Female,20 to 24,Upper_CI,60.12396723
Dundee City,2009-11,Female,25 to 29,Estimate,54.75060033
Dundee City,2009-11,Female,25 to 29,Lower_CI,54.2308031
Dundee City,2009-11,Female,25 to 29,Upper_CI,55.27039755
Dundee City,2009-11,Female,30 to 34,Estimate,49.94621092
Dundee City,2009-11,Female,30 to 34,Lower_CI,49.43546004
Dundee City,2009-11,Female,30 to 34,Upper_CI,50.45696181
Dundee City,2009-11,Female,35 to 39,Estimate,45.19719217
Dundee City,2009-11,Female,35 to 39,Lower_CI,44.70094897
Dundee City,2009-11,Female,35 to 39,Upper_CI,45.69343536
Dundee City,2009-11,Female,40 to 44,Estimate,40.62309082
Dundee City,2009-11,Female,40 to 44,Lower_CI,40.15081603
Dundee City,2009-11,Female,40 to 44,Upper_CI,41.09536562
Dundee City,2009-11,Female,45 to 49,Estimate,35.98340988
Dundee City,2009-11,Female,45 to 49,Lower_CI,35.52664669
Dundee City,2009-11,Female,45 to 49,Upper_CI,36.44017307
Dundee City,2009-11,Female,50 to 54,Estimate,31.54064313
Dundee City,2009-11,Female,50 to 54,Lower_CI,31.10160626
Dundee City,2009-11,Female,50 to 54,Upper_CI,31.97968
Dundee City,2009-11,Female,55 to 59,Estimate,27.15597511
Dundee City,2009-11,Female,55 to 59,Lower_CI,26.7356683
Dundee City,2009-11,Female,55 to 59,Upper_CI,27.57628191
Dundee City,2009-11,Female,60 to 64,Estimate,22.95370451
Dundee City,2009-11,Female,60 to 64,Lower_CI,22.55884017
Dundee City,2009-11,Female,60 to 64,Upper_CI,23.34856886
Dundee City,2009-11,Female,65 to 69,Estimate,19.03143376
Dundee City,2009-11,Female,65 to 69,Lower_CI,18.65996617
Dundee City,2009-11,Female,65 to 69,Upper_CI,19.40290136
Dundee City,2009-11,Female,70 to 74,Estimate,15.39277632
Dundee City,2009-11,Female,70 to 74,Lower_CI,15.05545082
Dundee City,2009-11,Female,70 to 74,Upper_CI,15.73010182
Dundee City,2009-11,Female,75 to 79,Estimate,12.05994567
Dundee City,2009-11,Female,75 to 79,Lower_CI,11.74994263
Dundee City,2009-11,Female,75 to 79,Upper_CI,12.36994871
Dundee City,2009-11,Female,80 to 84,Estimate,9.118060996
Dundee City,2009-11,Female,80 to 84,Lower_CI,8.823099321
Dundee City,2009-11,Female,80 to 84,Upper_CI,9.413022672
Dundee City,2009-11,Female,85 to 89,Estimate,6.453062356
Dundee City,2009-11,Female,85 to 89,Lower_CI,6.150142107
Dundee City,2009-11,Female,85 to 89,Upper_CI,6.755982605
Dundee City,2009-11,Female,90 and over,Estimate,4.423913043
Dundee City,2009-11,Female,90 and over,Lower_CI,4.019631665
Dundee City,2009-11,Female,90 and over,Upper_CI,4.828194422
East Ayrshire,2009-11,Male,0,Estimate,75.71981063
East Ayrshire,2009-11,Male,0,Lower_CI,75.0767839
East Ayrshire,2009-11,Male,0,Upper_CI,76.36283736
East Ayrshire,2009-11,Male,1 to 4,Estimate,75.00813324
East Ayrshire,2009-11,Male,1 to 4,Lower_CI,74.39447923
East Ayrshire,2009-11,Male,1 to 4,Upper_CI,75.62178725
East Ayrshire,2009-11,Male,5 to 9,Estimate,71.00813324
East Ayrshire,2009-11,Male,5 to 9,Lower_CI,70.39447923
East Ayrshire,2009-11,Male,5 to 9,Upper_CI,71.62178725
East Ayrshire,2009-11,Male,10 to 14,Estimate,66.07886226
East Ayrshire,2009-11,Male,10 to 14,Lower_CI,65.47245456
East Ayrshire,2009-11,Male,10 to 14,Upper_CI,66.68526996
East Ayrshire,2009-11,Male,15 to 19,Estimate,61.13688805
East Ayrshire,2009-11,Male,15 to 19,Lower_CI,60.53528303
East Ayrshire,2009-11,Male,15 to 19,Upper_CI,61.73849308
East Ayrshire,2009-11,Male,20 to 24,Estimate,56.33623155
East Ayrshire,2009-11,Male,20 to 24,Lower_CI,55.74865461
East Ayrshire,2009-11,Male,20 to 24,Upper_CI,56.92380848
East Ayrshire,2009-11,Male,25 to 29,Estimate,51.69704807
East Ayrshire,2009-11,Male,25 to 29,Lower_CI,51.13462092
East Ayrshire,2009-11,Male,25 to 29,Upper_CI,52.25947523
East Ayrshire,2009-11,Male,30 to 34,Estimate,47.04026049
East Ayrshire,2009-11,Male,30 to 34,Lower_CI,46.50341334
