Council area,Year,Sex,Age group,Type,Life expectancy
East Dunbartonshire,2003-05,Female,80 to 84,Upper_CI,9.203124258
East Dunbartonshire,2003-05,Female,85 to 89,Estimate,6.14308805
East Dunbartonshire,2003-05,Female,85 to 89,Lower_CI,5.758708866
East Dunbartonshire,2003-05,Female,85 to 89,Upper_CI,6.527467234
East Dunbartonshire,2003-05,Female,90 and over,Estimate,4.300353357
East Dunbartonshire,2003-05,Female,90 and over,Lower_CI,3.79931959
East Dunbartonshire,2003-05,Female,90 and over,Upper_CI,4.801387124
East Lothian,2003-05,Male,0,Estimate,76.16205465
East Lothian,2003-05,Male,0,Lower_CI,75.44191537
East Lothian,2003-05,Male,0,Upper_CI,76.88219393
East Lothian,2003-05,Male,1 to 4,Estimate,75.4201546
East Lothian,2003-05,Male,1 to 4,Lower_CI,74.73402756
East Lothian,2003-05,Male,1 to 4,Upper_CI,76.10628164
East Lothian,2003-05,Male,5 to 9,Estimate,71.51683958
East Lothian,2003-05,Male,5 to 9,Lower_CI,70.84302079
East Lothian,2003-05,Male,5 to 9,Upper_CI,72.19065837
East Lothian,2003-05,Male,10 to 14,Estimate,66.55503585
East Lothian,2003-05,Male,10 to 14,Lower_CI,65.88501597
East Lothian,2003-05,Male,10 to 14,Upper_CI,67.22505572
East Lothian,2003-05,Male,15 to 19,Estimate,61.588797
East Lothian,2003-05,Male,15 to 19,Lower_CI,60.92169959
East Lothian,2003-05,Male,15 to 19,Upper_CI,62.25589441
East Lothian,2003-05,Male,20 to 24,Estimate,56.65890711
East Lothian,2003-05,Male,20 to 24,Lower_CI,55.99813265
East Lothian,2003-05,Male,20 to 24,Upper_CI,57.31968156
East Lothian,2003-05,Male,25 to 29,Estimate,51.83859824
East Lothian,2003-05,Male,25 to 29,Lower_CI,51.19952717
East Lothian,2003-05,Male,25 to 29,Upper_CI,52.47766931
East Lothian,2003-05,Male,30 to 34,Estimate,47.31757148
East Lothian,2003-05,Male,30 to 34,Lower_CI,46.73836343
East Lothian,2003-05,Male,30 to 34,Upper_CI,47.89677953
East Lothian,2003-05,Male,35 to 39,Estimate,42.68835862
East Lothian,2003-05,Male,35 to 39,Lower_CI,42.13788745
East Lothian,2003-05,Male,35 to 39,Upper_CI,43.23882979
East Lothian,2003-05,Male,40 to 44,Estimate,37.93100813
East Lothian,2003-05,Male,40 to 44,Lower_CI,37.39324935
East Lothian,2003-05,Male,40 to 44,Upper_CI,38.46876691
East Lothian,2003-05,Male,45 to 49,Estimate,33.21854562
East Lothian,2003-05,Male,45 to 49,Lower_CI,32.69308508
East Lothian,2003-05,Male,45 to 49,Upper_CI,33.74400616
East Lothian,2003-05,Male,50 to 54,Estimate,28.50505702
East Lothian,2003-05,Male,50 to 54,Lower_CI,27.99073122
East Lothian,2003-05,Male,50 to 54,Upper_CI,29.01938282
East Lothian,2003-05,Male,55 to 59,Estimate,24.06723256
East Lothian,2003-05,Male,55 to 59,Lower_CI,23.57382495
East Lothian,2003-05,Male,55 to 59,Upper_CI,24.56064017
East Lothian,2003-05,Male,60 to 64,Estimate,19.95893845
East Lothian,2003-05,Male,60 to 64,Lower_CI,19.488818
East Lothian,2003-05,Male,60 to 64,Upper_CI,20.42905891
East Lothian,2003-05,Male,65 to 69,Estimate,16.04934767
East Lothian,2003-05,Male,65 to 69,Lower_CI,15.60851241
East Lothian,2003-05,Male,65 to 69,Upper_CI,16.49018293
East Lothian,2003-05,Male,70 to 74,Estimate,12.58917399
East Lothian,2003-05,Male,70 to 74,Lower_CI,12.18054966
East Lothian,2003-05,Male,70 to 74,Upper_CI,12.99779831
East Lothian,2003-05,Male,75 to 79,Estimate,9.685572861
East Lothian,2003-05,Male,75 to 79,Lower_CI,9.305329708
East Lothian,2003-05,Male,75 to 79,Upper_CI,10.06581601
East Lothian,2003-05,Male,80 to 84,Estimate,7.046089558
East Lothian,2003-05,Male,80 to 84,Lower_CI,6.67909504
East Lothian,2003-05,Male,80 to 84,Upper_CI,7.413084076
East Lothian,2003-05,Male,85 to 89,Estimate,4.742179314
East Lothian,2003-05,Male,85 to 89,Lower_CI,4.340962553
East Lothian,2003-05,Male,85 to 89,Upper_CI,5.143396076
East Lothian,2003-05,Male,90 and over,Estimate,3.625954198
East Lothian,2003-05,Male,90 and over,Lower_CI,3.005024064
East Lothian,2003-05,Male,90 and over,Upper_CI,4.246884333
East Lothian,2003-05,Female,0,Estimate,80.1166301
East Lothian,2003-05,Female,0,Lower_CI,79.44886059
East Lothian,2003-05,Female,0,Upper_CI,80.7843996
East Lothian,2003-05,Female,1 to 4,Estimate,79.45702983
East Lothian,2003-05,Female,1 to 4,Lower_CI,78.84448304
East Lothian,2003-05,Female,1 to 4,Upper_CI,80.06957662
East Lothian,2003-05,Female,5 to 9,Estimate,75.55814867
East Lothian,2003-05,Female,5 to 9,Lower_CI,74.961049
East Lothian,2003-05,Female,5 to 9,Upper_CI,76.15524834
East Lothian,2003-05,Female,10 to 14,Estimate,70.55814867
East Lothian,2003-05,Female,10 to 14,Lower_CI,69.961049
East Lothian,2003-05,Female,10 to 14,Upper_CI,71.15524834
East Lothian,2003-05,Female,15 to 19,Estimate,65.70306115
East Lothian,2003-05,Female,15 to 19,Lower_CI,65.12182375
East Lothian,2003-05,Female,15 to 19,Upper_CI,66.28429856
East Lothian,2003-05,Female,20 to 24,Estimate,60.74440547
East Lothian,2003-05,Female,20 to 24,Lower_CI,60.16846441
East Lothian,2003-05,Female,20 to 24,Upper_CI,61.32034654
East Lothian,2003-05,Female,25 to 29,Estimate,55.89174776
East Lothian,2003-05,Female,25 to 29,Lower_CI,55.33901083
East Lothian,2003-05,Female,25 to 29,Upper_CI,56.44448468
East Lothian,2003-05,Female,30 to 34,Estimate,50.93394467
East Lothian,2003-05,Female,30 to 34,Lower_CI,50.38699354
East Lothian,2003-05,Female,30 to 34,Upper_CI,51.4808958
East Lothian,2003-05,Female,35 to 39,Estimate,46.13789853
East Lothian,2003-05,Female,35 to 39,Lower_CI,45.60721856
East Lothian,2003-05,Female,35 to 39,Upper_CI,46.66857851
East Lothian,2003-05,Female,40 to 44,Estimate,41.24843019
East Lothian,2003-05,Female,40 to 44,Lower_CI,40.72382788
East Lothian,2003-05,Female,40 to 44,Upper_CI,41.7730325
East Lothian,2003-05,Female,45 to 49,Estimate,36.46057152
East Lothian,2003-05,Female,45 to 49,Lower_CI,35.9459285
East Lothian,2003-05,Female,45 to 49,Upper_CI,36.97521455
East Lothian,2003-05,Female,50 to 54,Estimate,31.85036287
East Lothian,2003-05,Female,50 to 54,Lower_CI,31.35400309
East Lothian,2003-05,Female,50 to 54,Upper_CI,32.34672266
East Lothian,2003-05,Female,55 to 59,Estimate,27.32152666
East Lothian,2003-05,Female,55 to 59,Lower_CI,26.84669718
East Lothian,2003-05,Female,55 to 59,Upper_CI,27.79635615
East Lothian,2003-05,Female,60 to 64,Estimate,22.94802994
East Lothian,2003-05,Female,60 to 64,Lower_CI,22.49625957
East Lothian,2003-05,Female,60 to 64,Upper_CI,23.39980031
East Lothian,2003-05,Female,65 to 69,Estimate,18.6443008
East Lothian,2003-05,Female,65 to 69,Lower_CI,18.21780742
East Lothian,2003-05,Female,65 to 69,Upper_CI,19.07079417
East Lothian,2003-05,Female,70 to 74,Estimate,14.87581159
East Lothian,2003-05,Female,70 to 74,Lower_CI,14.48580999
East Lothian,2003-05,Female,70 to 74,Upper_CI,15.26581319
East Lothian,2003-05,Female,75 to 79,Estimate,11.38602623
East Lothian,2003-05,Female,75 to 79,Lower_CI,11.0299211
East Lothian,2003-05,Female,75 to 79,Upper_CI,11.74213136
East Lothian,2003-05,Female,80 to 84,Estimate,8.348077344
East Lothian,2003-05,Female,80 to 84,Lower_CI,8.016703773
East Lothian,2003-05,Female,80 to 84,Upper_CI,8.679450916
East Lothian,2003-05,Female,85 to 89,Estimate,5.993950204
East Lothian,2003-05,Female,85 to 89,Lower_CI,5.651752978
East Lothian,2003-05,Female,85 to 89,Upper_CI,6.33614743
East Lothian,2003-05,Female,90 and over,Estimate,3.994236311
East Lothian,2003-05,Female,90 and over,Lower_CI,3.573969505
East Lothian,2003-05,Female,90 and over,Upper_CI,4.414503117
East Renfrewshire,2003-05,Male,0,Estimate,76.88482967
East Renfrewshire,2003-05,Male,0,Lower_CI,76.14574792
East Renfrewshire,2003-05,Male,0,Upper_CI,77.62391143
East Renfrewshire,2003-05,Male,1 to 4,Estimate,76.26812412
East Renfrewshire,2003-05,Male,1 to 4,Lower_CI,75.58206313
East Renfrewshire,2003-05,Male,1 to 4,Upper_CI,76.95418512
East Renfrewshire,2003-05,Male,5 to 9,Estimate,72.31576243
East Renfrewshire,2003-05,Male,5 to 9,Lower_CI,71.63564484
East Renfrewshire,2003-05,Male,5 to 9,Upper_CI,72.99588003
East Renfrewshire,2003-05,Male,10 to 14,Estimate,67.3530512
East Renfrewshire,2003-05,Male,10 to 14,Lower_CI,66.67650869
East Renfrewshire,2003-05,Male,10 to 14,Upper_CI,68.02959372
East Renfrewshire,2003-05,Male,15 to 19,Estimate,62.41883176
East Renfrewshire,2003-05,Male,15 to 19,Lower_CI,61.74777374
East Renfrewshire,2003-05,Male,15 to 19,Upper_CI,63.08988978
East Renfrewshire,2003-05,Male,20 to 24,Estimate,57.48477809
East Renfrewshire,2003-05,Male,20 to 24,Lower_CI,56.81923466
East Renfrewshire,2003-05,Male,20 to 24,Upper_CI,58.15032151
East Renfrewshire,2003-05,Male,25 to 29,Estimate,52.59898866
East Renfrewshire,2003-05,Male,25 to 29,Lower_CI,51.9447318
East Renfrewshire,2003-05,Male,25 to 29,Upper_CI,53.25324553
East Renfrewshire,2003-05,Male,30 to 34,Estimate,47.96885938
East Renfrewshire,2003-05,Male,30 to 34,Lower_CI,47.36205021
East Renfrewshire,2003-05,Male,30 to 34,Upper_CI,48.57566855
East Renfrewshire,2003-05,Male,35 to 39,Estimate,43.16990076
East Renfrewshire,2003-05,Male,35 to 39,Lower_CI,42.58211828
East Renfrewshire,2003-05,Male,35 to 39,Upper_CI,43.75768324
East Renfrewshire,2003-05,Male,40 to 44,Estimate,38.47343984
East Renfrewshire,2003-05,Male,40 to 44,Lower_CI,37.90318221
East Renfrewshire,2003-05,Male,40 to 44,Upper_CI,39.04369748
East Renfrewshire,2003-05,Male,45 to 49,Estimate,33.72054412
East Renfrewshire,2003-05,Male,45 to 49,Lower_CI,33.16024843
East Renfrewshire,2003-05,Male,45 to 49,Upper_CI,34.2808398
East Renfrewshire,2003-05,Male,50 to 54,Estimate,29.17916937
East Renfrewshire,2003-05,Male,50 to 54,Lower_CI,28.63439988
East Renfrewshire,2003-05,Male,50 to 54,Upper_CI,29.72393885
East Renfrewshire,2003-05,Male,55 to 59,Estimate,24.68292435
East Renfrewshire,2003-05,Male,55 to 59,Lower_CI,24.15567931
East Renfrewshire,2003-05,Male,55 to 59,Upper_CI,25.21016939
East Renfrewshire,2003-05,Male,60 to 64,Estimate,20.52558055
East Renfrewshire,2003-05,Male,60 to 64,Lower_CI,20.02034088
East Renfrewshire,2003-05,Male,60 to 64,Upper_CI,21.03082022
East Renfrewshire,2003-05,Male,65 to 69,Estimate,16.5329178
East Renfrewshire,2003-05,Male,65 to 69,Lower_CI,16.05773937
East Renfrewshire,2003-05,Male,65 to 69,Upper_CI,17.00809622
East Renfrewshire,2003-05,Male,70 to 74,Estimate,12.97757366
East Renfrewshire,2003-05,Male,70 to 74,Lower_CI,12.53137073
East Renfrewshire,2003-05,Male,70 to 74,Upper_CI,13.42377658
East Renfrewshire,2003-05,Male,75 to 79,Estimate,9.920263455
East Renfrewshire,2003-05,Male,75 to 79,Lower_CI,9.501203236
East Renfrewshire,2003-05,Male,75 to 79,Upper_CI,10.33932367
East Renfrewshire,2003-05,Male,80 to 84,Estimate,7.447731085
East Renfrewshire,2003-05,Male,80 to 84,Lower_CI,7.047190815
East Renfrewshire,2003-05,Male,80 to 84,Upper_CI,7.848271355
East Renfrewshire,2003-05,Male,85 to 89,Estimate,4.871220719
East Renfrewshire,2003-05,Male,85 to 89,Lower_CI,4.46226671
East Renfrewshire,2003-05,Male,85 to 89,Upper_CI,5.280174728
East Renfrewshire,2003-05,Male,90 and over,Estimate,3.100840336
East Renfrewshire,2003-05,Male,90 and over,Lower_CI,2.543703344
East Renfrewshire,2003-05,Male,90 and over,Upper_CI,3.657977329
East Renfrewshire,2003-05,Female,0,Estimate,81.128036
East Renfrewshire,2003-05,Female,0,Lower_CI,80.4346853
East Renfrewshire,2003-05,Female,0,Upper_CI,81.82138671
East Renfrewshire,2003-05,Female,1 to 4,Estimate,80.60565484
East Renfrewshire,2003-05,Female,1 to 4,Lower_CI,79.99227855
East Renfrewshire,2003-05,Female,1 to 4,Upper_CI,81.21903113
East Renfrewshire,2003-05,Female,5 to 9,Estimate,76.71368529
East Renfrewshire,2003-05,Female,5 to 9,Lower_CI,76.11801956
East Renfrewshire,2003-05,Female,5 to 9,Upper_CI,77.30935102
East Renfrewshire,2003-05,Female,10 to 14,Estimate,71.71368529
East Renfrewshire,2003-05,Female,10 to 14,Lower_CI,71.11801956
East Renfrewshire,2003-05,Female,10 to 14,Upper_CI,72.30935102
East Renfrewshire,2003-05,Female,15 to 19,Estimate,66.75054225
East Renfrewshire,2003-05,Female,15 to 19,Lower_CI,66.15895599
East Renfrewshire,2003-05,Female,15 to 19,Upper_CI,67.34212851
East Renfrewshire,2003-05,Female,20 to 24,Estimate,61.78762342
East Renfrewshire,2003-05,Female,20 to 24,Lower_CI,61.20017718
East Renfrewshire,2003-05,Female,20 to 24,Upper_CI,62.37506966
East Renfrewshire,2003-05,Female,25 to 29,Estimate,56.83129111
East Renfrewshire,2003-05,Female,25 to 29,Lower_CI,56.24968058
East Renfrewshire,2003-05,Female,25 to 29,Upper_CI,57.41290164
East Renfrewshire,2003-05,Female,30 to 34,Estimate,51.97463283
East Renfrewshire,2003-05,Female,30 to 34,Lower_CI,51.41456343
East Renfrewshire,2003-05,Female,30 to 34,Upper_CI,52.53470224
East Renfrewshire,2003-05,Female,35 to 39,Estimate,47.09922269
East Renfrewshire,2003-05,Female,35 to 39,Lower_CI,46.55121349
East Renfrewshire,2003-05,Female,35 to 39,Upper_CI,47.6472319
East Renfrewshire,2003-05,Female,40 to 44,Estimate,42.27942157
East Renfrewshire,2003-05,Female,40 to 44,Lower_CI,41.74199303
East Renfrewshire,2003-05,Female,40 to 44,Upper_CI,42.81685011
East Renfrewshire,2003-05,Female,45 to 49,Estimate,37.45988663
East Renfrewshire,2003-05,Female,45 to 49,Lower_CI,36.93070745
East Renfrewshire,2003-05,Female,45 to 49,Upper_CI,37.98906582
East Renfrewshire,2003-05,Female,50 to 54,Estimate,32.72992074
East Renfrewshire,2003-05,Female,50 to 54,Lower_CI,32.21245754
East Renfrewshire,2003-05,Female,50 to 54,Upper_CI,33.24738395
East Renfrewshire,2003-05,Female,55 to 59,Estimate,28.28126572
East Renfrewshire,2003-05,Female,55 to 59,Lower_CI,27.7886687
East Renfrewshire,2003-05,Female,55 to 59,Upper_CI,28.77386274
East Renfrewshire,2003-05,Female,60 to 64,Estimate,23.96293409
East Renfrewshire,2003-05,Female,60 to 64,Lower_CI,23.49658596
East Renfrewshire,2003-05,Female,60 to 64,Upper_CI,24.42928222
East Renfrewshire,2003-05,Female,65 to 69,Estimate,19.72092959
East Renfrewshire,2003-05,Female,65 to 69,Lower_CI,19.28599562
East Renfrewshire,2003-05,Female,65 to 69,Upper_CI,20.15586356
East Renfrewshire,2003-05,Female,70 to 74,Estimate,15.66887067
East Renfrewshire,2003-05,Female,70 to 74,Lower_CI,15.26637118
East Renfrewshire,2003-05,Female,70 to 74,Upper_CI,16.07137015
East Renfrewshire,2003-05,Female,75 to 79,Estimate,11.93771516
East Renfrewshire,2003-05,Female,75 to 79,Lower_CI,11.56788591
East Renfrewshire,2003-05,Female,75 to 79,Upper_CI,12.3075444
East Renfrewshire,2003-05,Female,80 to 84,Estimate,8.761892046
East Renfrewshire,2003-05,Female,80 to 84,Lower_CI,8.423556676
East Renfrewshire,2003-05,Female,80 to 84,Upper_CI,9.100227416
East Renfrewshire,2003-05,Female,85 to 89,Estimate,5.939330671
East Renfrewshire,2003-05,Female,85 to 89,Lower_CI,5.609270125
East Renfrewshire,2003-05,Female,85 to 89,Upper_CI,6.269391217
East Renfrewshire,2003-05,Female,90 and over,Estimate,3.681690141
East Renfrewshire,2003-05,Female,90 and over,Lower_CI,3.298698646
East Renfrewshire,2003-05,Female,90 and over,Upper_CI,4.064681635
Falkirk,2003-05,Male,0,Estimate,74.47246699
Falkirk,2003-05,Male,0,Lower_CI,73.89611825
Falkirk,2003-05,Male,0,Upper_CI,75.04881573
Falkirk,2003-05,Male,1 to 4,Estimate,74.04899774
Falkirk,2003-05,Male,1 to 4,Lower_CI,73.52649614
Falkirk,2003-05,Male,1 to 4,Upper_CI,74.57149935
Falkirk,2003-05,Male,5 to 9,Estimate,70.16417248
Falkirk,2003-05,Male,5 to 9,Lower_CI,69.65317231
Falkirk,2003-05,Male,5 to 9,Upper_CI,70.67517266
Falkirk,2003-05,Male,10 to 14,Estimate,65.188997
Falkirk,2003-05,Male,10 to 14,Lower_CI,64.68013107
Falkirk,2003-05,Male,10 to 14,Upper_CI,65.69786293
Falkirk,2003-05,Male,15 to 19,Estimate,60.21130863
Falkirk,2003-05,Male,15 to 19,Lower_CI,59.70414413
Falkirk,2003-05,Male,15 to 19,Upper_CI,60.71847312
Falkirk,2003-05,Male,20 to 24,Estimate,55.39651162
Falkirk,2003-05,Male,20 to 24,Lower_CI,54.90236433
Falkirk,2003-05,Male,20 to 24,Upper_CI,55.8906589
Falkirk,2003-05,Male,25 to 29,Estimate,50.58207724
Falkirk,2003-05,Male,25 to 29,Lower_CI,50.10129872
Falkirk,2003-05,Male,25 to 29,Upper_CI,51.06285576
Falkirk,2003-05,Male,30 to 34,Estimate,45.82881746
Falkirk,2003-05,Male,30 to 34,Lower_CI,45.36465869
Falkirk,2003-05,Male,30 to 34,Upper_CI,46.29297623
Falkirk,2003-05,Male,35 to 39,Estimate,41.04834282
Falkirk,2003-05,Male,35 to 39,Lower_CI,40.59446772
Falkirk,2003-05,Male,35 to 39,Upper_CI,41.50221792
Falkirk,2003-05,Male,40 to 44,Estimate,36.39753236
Falkirk,2003-05,Male,40 to 44,Lower_CI,35.95596588
Falkirk,2003-05,Male,40 to 44,Upper_CI,36.83909884
Falkirk,2003-05,Male,45 to 49,Estimate,31.74115145
Falkirk,2003-05,Male,45 to 49,Lower_CI,31.31003331
Falkirk,2003-05,Male,45 to 49,Upper_CI,32.17226959
Falkirk,2003-05,Male,50 to 54,Estimate,27.15850781
Falkirk,2003-05,Male,50 to 54,Lower_CI,26.73967314
Falkirk,2003-05,Male,50 to 54,Upper_CI,27.57734249
Falkirk,2003-05,Male,55 to 59,Estimate,22.88542672
Falkirk,2003-05,Male,55 to 59,Lower_CI,22.48488652
Falkirk,2003-05,Male,55 to 59,Upper_CI,23.28596692
Falkirk,2003-05,Male,60 to 64,Estimate,18.82544253
Falkirk,2003-05,Male,60 to 64,Lower_CI,18.44013504
Falkirk,2003-05,Male,60 to 64,Upper_CI,19.21075001
Falkirk,2003-05,Male,65 to 69,Estimate,15.23325776
Falkirk,2003-05,Male,65 to 69,Lower_CI,14.87074963
Falkirk,2003-05,Male,65 to 69,Upper_CI,15.59576589
Falkirk,2003-05,Male,70 to 74,Estimate,12.01829389
Falkirk,2003-05,Male,70 to 74,Lower_CI,11.6748219
Falkirk,2003-05,Male,70 to 74,Upper_CI,12.36176588
Falkirk,2003-05,Male,75 to 79,Estimate,9.399047622
Falkirk,2003-05,Male,75 to 79,Lower_CI,9.071545196
Falkirk,2003-05,Male,75 to 79,Upper_CI,9.726550048
Falkirk,2003-05,Male,80 to 84,Estimate,6.816002531
Falkirk,2003-05,Male,80 to 84,Lower_CI,6.490550862
Falkirk,2003-05,Male,80 to 84,Upper_CI,7.1414542
Falkirk,2003-05,Male,85 to 89,Estimate,5.021893279
Falkirk,2003-05,Male,85 to 89,Lower_CI,4.641342797
Falkirk,2003-05,Male,85 to 89,Upper_CI,5.402443761
Falkirk,2003-05,Male,90 and over,Estimate,3.503184713
Falkirk,2003-05,Male,90 and over,Lower_CI,2.955198942
Falkirk,2003-05,Male,90 and over,Upper_CI,4.051170485
Falkirk,2003-05,Female,0,Estimate,79.17714991
Falkirk,2003-05,Female,0,Lower_CI,78.67434043
Falkirk,2003-05,Female,0,Upper_CI,79.67995938
Falkirk,2003-05,Female,1 to 4,Estimate,78.43565644
Falkirk,2003-05,Female,1 to 4,Lower_CI,77.9641923
Falkirk,2003-05,Female,1 to 4,Upper_CI,78.90712059
Falkirk,2003-05,Female,5 to 9,Estimate,74.43565644
Falkirk,2003-05,Female,5 to 9,Lower_CI,73.9641923
Falkirk,2003-05,Female,5 to 9,Upper_CI,74.90712059
Falkirk,2003-05,Female,10 to 14,Estimate,69.52030987
Falkirk,2003-05,Female,10 to 14,Lower_CI,69.05812533
Falkirk,2003-05,Female,10 to 14,Upper_CI,69.9824944
Falkirk,2003-05,Female,15 to 19,Estimate,64.56882609
Falkirk,2003-05,Female,15 to 19,Lower_CI,64.11122427
Falkirk,2003-05,Female,15 to 19,Upper_CI,65.02642791
Falkirk,2003-05,Female,20 to 24,Estimate,59.64133358
Falkirk,2003-05,Female,20 to 24,Lower_CI,59.19061317
Falkirk,2003-05,Female,20 to 24,Upper_CI,60.09205399
Falkirk,2003-05,Female,25 to 29,Estimate,54.77161477
Falkirk,2003-05,Female,25 to 29,Lower_CI,54.33208758
Falkirk,2003-05,Female,25 to 29,Upper_CI,55.21114196
Falkirk,2003-05,Female,30 to 34,Estimate,49.80993426
Falkirk,2003-05,Female,30 to 34,Lower_CI,49.37330518
Falkirk,2003-05,Female,30 to 34,Upper_CI,50.24656335
Falkirk,2003-05,Female,35 to 39,Estimate,44.9504616
Falkirk,2003-05,Female,35 to 39,Lower_CI,44.52131092
Falkirk,2003-05,Female,35 to 39,Upper_CI,45.37961228
Falkirk,2003-05,Female,40 to 44,Estimate,40.07416814
Falkirk,2003-05,Female,40 to 44,Lower_CI,39.65003937
Falkirk,2003-05,Female,40 to 44,Upper_CI,40.49829692
Falkirk,2003-05,Female,45 to 49,Estimate,35.36947963
Falkirk,2003-05,Female,45 to 49,Lower_CI,34.95636364
Falkirk,2003-05,Female,45 to 49,Upper_CI,35.78259562
Falkirk,2003-05,Female,50 to 54,Estimate,30.69601508
Falkirk,2003-05,Female,50 to 54,Lower_CI,30.29510614
Falkirk,2003-05,Female,50 to 54,Upper_CI,31.09692402
Falkirk,2003-05,Female,55 to 59,Estimate,26.2682906
Falkirk,2003-05,Female,55 to 59,Lower_CI,25.88629022
Falkirk,2003-05,Female,55 to 59,Upper_CI,26.65029099
Falkirk,2003-05,Female,60 to 64,Estimate,21.91008401
Falkirk,2003-05,Female,60 to 64,Lower_CI,21.54492567
Falkirk,2003-05,Female,60 to 64,Upper_CI,22.27524234
Falkirk,2003-05,Female,65 to 69,Estimate,17.83879616
Falkirk,2003-05,Female,65 to 69,Lower_CI,17.4975115
Falkirk,2003-05,Female,65 to 69,Upper_CI,18.18008082
Falkirk,2003-05,Female,70 to 74,Estimate,14.00288567
Falkirk,2003-05,Female,70 to 74,Lower_CI,13.6846293
Falkirk,2003-05,Female,70 to 74,Upper_CI,14.32114203
Falkirk,2003-05,Female,75 to 79,Estimate,10.75504367
Falkirk,2003-05,Female,75 to 79,Lower_CI,10.46275769
Falkirk,2003-05,Female,75 to 79,Upper_CI,11.04732965
Falkirk,2003-05,Female,80 to 84,Estimate,7.975254691
Falkirk,2003-05,Female,80 to 84,Lower_CI,7.700824811
Falkirk,2003-05,Female,80 to 84,Upper_CI,8.249684571
Falkirk,2003-05,Female,85 to 89,Estimate,5.702518434
Falkirk,2003-05,Female,85 to 89,Lower_CI,5.413708537
Falkirk,2003-05,Female,85 to 89,Upper_CI,5.991328332
Falkirk,2003-05,Female,90 and over,Estimate,3.986143187
Falkirk,2003-05,Female,90 and over,Lower_CI,3.610682027
Falkirk,2003-05,Female,90 and over,Upper_CI,4.361604348
Fife,2003-05,Male,0,Estimate,75.36227343
Fife,2003-05,Male,0,Lower_CI,74.98455988
Fife,2003-05,Male,0,Upper_CI,75.73998699
Fife,2003-05,Male,1 to 4,Estimate,74.80935522
Fife,2003-05,Male,1 to 4,Lower_CI,74.46057296
Fife,2003-05,Male,1 to 4,Upper_CI,75.15813747
Fife,2003-05,Male,5 to 9,Estimate,70.87273383
Fife,2003-05,Male,5 to 9,Lower_CI,70.52810066
Fife,2003-05,Male,5 to 9,Upper_CI,71.217367
Fife,2003-05,Male,10 to 14,Estimate,65.93878594
Fife,2003-05,Male,10 to 14,Lower_CI,65.59789664
Fife,2003-05,Male,10 to 14,Upper_CI,66.27967523
Fife,2003-05,Male,15 to 19,Estimate,61.03307384
Fife,2003-05,Male,15 to 19,Lower_CI,60.69672453
Fife,2003-05,Male,15 to 19,Upper_CI,61.36942315
Fife,2003-05,Male,20 to 24,Estimate,56.27280207
Fife,2003-05,Male,20 to 24,Lower_CI,55.94700719
Fife,2003-05,Male,20 to 24,Upper_CI,56.59859696
Fife,2003-05,Male,25 to 29,Estimate,51.51806181
Fife,2003-05,Male,25 to 29,Lower_CI,51.20242829
Fife,2003-05,Male,25 to 29,Upper_CI,51.83369534
Fife,2003-05,Male,30 to 34,Estimate,46.77638448
Fife,2003-05,Male,30 to 34,Lower_CI,46.47341418
Fife,2003-05,Male,30 to 34,Upper_CI,47.07935478
Fife,2003-05,Male,35 to 39,Estimate,42.0225751
Fife,2003-05,Male,35 to 39,Lower_CI,41.72848891
Fife,2003-05,Male,35 to 39,Upper_CI,42.31666128
Fife,2003-05,Male,40 to 44,Estimate,37.35894598
Fife,2003-05,Male,40 to 44,Lower_CI,37.07359982
Fife,2003-05,Male,40 to 44,Upper_CI,37.64429215
Fife,2003-05,Male,45 to 49,Estimate,32.7680937
Fife,2003-05,Male,45 to 49,Lower_CI,32.49178069
Fife,2003-05,Male,45 to 49,Upper_CI,33.04440672
Fife,2003-05,Male,50 to 54,Estimate,28.24580327
Fife,2003-05,Male,50 to 54,Lower_CI,27.97928073
Fife,2003-05,Male,50 to 54,Upper_CI,28.51232582
Fife,2003-05,Male,55 to 59,Estimate,23.83195388
Fife,2003-05,Male,55 to 59,Lower_CI,23.57605829
Fife,2003-05,Male,55 to 59,Upper_CI,24.08784946
Fife,2003-05,Male,60 to 64,Estimate,19.65425565
Fife,2003-05,Male,60 to 64,Lower_CI,19.40778775
Fife,2003-05,Male,60 to 64,Upper_CI,19.90072355
Fife,2003-05,Male,65 to 69,Estimate,15.87109427
Fife,2003-05,Male,65 to 69,Lower_CI,15.63913244
Fife,2003-05,Male,65 to 69,Upper_CI,16.1030561
Fife,2003-05,Male,70 to 74,Estimate,12.35854218
Fife,2003-05,Male,70 to 74,Lower_CI,12.14013168
Fife,2003-05,Male,70 to 74,Upper_CI,12.57695269
Fife,2003-05,Male,75 to 79,Estimate,9.414555536
Fife,2003-05,Male,75 to 79,Lower_CI,9.207081102
Fife,2003-05,Male,75 to 79,Upper_CI,9.622029971
Fife,2003-05,Male,80 to 84,Estimate,6.896534158
Fife,2003-05,Male,80 to 84,Lower_CI,6.687247283
Fife,2003-05,Male,80 to 84,Upper_CI,7.105821032
Fife,2003-05,Male,85 to 89,Estimate,5.087410106
Fife,2003-05,Male,85 to 89,Lower_CI,4.838708501
Fife,2003-05,Male,85 to 89,Upper_CI,5.336111711
Fife,2003-05,Male,90 and over,Estimate,3.926315789
Fife,2003-05,Male,90 and over,Lower_CI,3.531540919
Fife,2003-05,Male,90 and over,Upper_CI,4.32109066
