Council area,Year,Sex,Type,Number
North Ayrshire,2010-11,Female,Out,1740
North Ayrshire,2010-11,Male,In,1750
North Ayrshire,2010-11,Male,Net,100
North Ayrshire,2010-11,Male,Out,1650
North Ayrshire,2010-11,Persons,In,3530
North Ayrshire,2010-11,Persons,Net,140
North Ayrshire,2010-11,Persons,Out,3390
North Ayrshire,2011-12,Female,In,1780
North Ayrshire,2011-12,Female,Net,-190
North Ayrshire,2011-12,Female,Out,1970
North Ayrshire,2011-12,Male,In,1720
North Ayrshire,2011-12,Male,Net,-210
North Ayrshire,2011-12,Male,Out,1920
North Ayrshire,2011-12,Persons,In,3500
North Ayrshire,2011-12,Persons,Net,-400
North Ayrshire,2011-12,Persons,Out,3900
North Ayrshire,2012-13,Female,In,1700
North Ayrshire,2012-13,Female,Net,-150
North Ayrshire,2012-13,Female,Out,1850
North Ayrshire,2012-13,Male,In,1800
North Ayrshire,2012-13,Male,Net,-160
North Ayrshire,2012-13,Male,Out,1960
North Ayrshire,2012-13,Persons,In,3500
North Ayrshire,2012-13,Persons,Net,-310
North Ayrshire,2012-13,Persons,Out,3800
North Ayrshire,2013-14,Female,In,1800
North Ayrshire,2013-14,Female,Net,-10
North Ayrshire,2013-14,Female,Out,1810
North Ayrshire,2013-14,Male,In,1750
North Ayrshire,2013-14,Male,Net,-120
North Ayrshire,2013-14,Male,Out,1880
North Ayrshire,2013-14,Persons,In,3550
North Ayrshire,2013-14,Persons,Net,-140
North Ayrshire,2013-14,Persons,Out,3690
North Ayrshire,2014-15,Female,In,1870
North Ayrshire,2014-15,Female,Net,80
North Ayrshire,2014-15,Female,Out,1790
North Ayrshire,2014-15,Male,In,1860
North Ayrshire,2014-15,Male,Net,-20
North Ayrshire,2014-15,Male,Out,1880
North Ayrshire,2014-15,Persons,In,3730
North Ayrshire,2014-15,Persons,Net,60
North Ayrshire,2014-15,Persons,Out,3670
North Ayrshire,2015-16,Female,In,1840
North Ayrshire,2015-16,Female,Net,30
North Ayrshire,2015-16,Female,Out,1810
North Ayrshire,2015-16,Male,In,1900
North Ayrshire,2015-16,Male,Net,30
North Ayrshire,2015-16,Male,Out,1870
North Ayrshire,2015-16,Persons,In,3740
North Ayrshire,2015-16,Persons,Net,70
North Ayrshire,2015-16,Persons,Out,3680
North Ayrshire,2016-17,Female,In,1940
North Ayrshire,2016-17,Female,Net,180
North Ayrshire,2016-17,Female,Out,1770
North Ayrshire,2016-17,Male,In,1860
North Ayrshire,2016-17,Male,Net,180
North Ayrshire,2016-17,Male,Out,1690
North Ayrshire,2016-17,Persons,In,3810
North Ayrshire,2016-17,Persons,Net,350
North Ayrshire,2016-17,Persons,Out,3450
North Ayrshire,2017-18,Female,In,1790
North Ayrshire,2017-18,Female,Net,100
North Ayrshire,2017-18,Female,Out,1690
North Ayrshire,2017-18,Male,In,1790
North Ayrshire,2017-18,Male,Net,-40
North Ayrshire,2017-18,Male,Out,1830
North Ayrshire,2017-18,Persons,In,3580
North Ayrshire,2017-18,Persons,Net,50
North Ayrshire,2017-18,Persons,Out,3530
North Ayrshire,2018-19,Female,In,1810
North Ayrshire,2018-19,Female,Net,40
North Ayrshire,2018-19,Female,Out,1770
North Ayrshire,2018-19,Male,In,1800
North Ayrshire,2018-19,Male,Net,50
North Ayrshire,2018-19,Male,Out,1750
North Ayrshire,2018-19,Persons,In,3610
North Ayrshire,2018-19,Persons,Net,90
North Ayrshire,2018-19,Persons,Out,3520
North Lanarkshire,2001-02,Female,In,4030
North Lanarkshire,2001-02,Female,Net,190
North Lanarkshire,2001-02,Female,Out,3840
North Lanarkshire,2001-02,Male,In,3770
North Lanarkshire,2001-02,Male,Net,0
North Lanarkshire,2001-02,Male,Out,3770
North Lanarkshire,2001-02,Persons,In,7800
North Lanarkshire,2001-02,Persons,Net,190
North Lanarkshire,2001-02,Persons,Out,7610
North Lanarkshire,2002-03,Female,In,3990
North Lanarkshire,2002-03,Female,Net,190
North Lanarkshire,2002-03,Female,Out,3810
North Lanarkshire,2002-03,Male,In,3910
North Lanarkshire,2002-03,Male,Net,-30
North Lanarkshire,2002-03,Male,Out,3940
North Lanarkshire,2002-03,Persons,In,7900
North Lanarkshire,2002-03,Persons,Net,160
North Lanarkshire,2002-03,Persons,Out,7740
North Lanarkshire,2003-04,Female,In,4080
North Lanarkshire,2003-04,Female,Net,230
North Lanarkshire,2003-04,Female,Out,3850
North Lanarkshire,2003-04,Male,In,3800
North Lanarkshire,2003-04,Male,Net,0
North Lanarkshire,2003-04,Male,Out,3800
North Lanarkshire,2003-04,Persons,In,7880
North Lanarkshire,2003-04,Persons,Net,230
North Lanarkshire,2003-04,Persons,Out,7650
North Lanarkshire,2004-05,Female,In,4000
North Lanarkshire,2004-05,Female,Net,240
North Lanarkshire,2004-05,Female,Out,3770
North Lanarkshire,2004-05,Male,In,3890
North Lanarkshire,2004-05,Male,Net,100
North Lanarkshire,2004-05,Male,Out,3790
North Lanarkshire,2004-05,Persons,In,7890
North Lanarkshire,2004-05,Persons,Net,330
North Lanarkshire,2004-05,Persons,Out,7560
North Lanarkshire,2005-06,Female,In,3950
North Lanarkshire,2005-06,Female,Net,150
North Lanarkshire,2005-06,Female,Out,3790
North Lanarkshire,2005-06,Male,In,3900
North Lanarkshire,2005-06,Male,Net,150
North Lanarkshire,2005-06,Male,Out,3750
North Lanarkshire,2005-06,Persons,In,7840
North Lanarkshire,2005-06,Persons,Net,300
North Lanarkshire,2005-06,Persons,Out,7540
North Lanarkshire,2006-07,Female,In,4150
North Lanarkshire,2006-07,Female,Net,410
North Lanarkshire,2006-07,Female,Out,3750
North Lanarkshire,2006-07,Male,In,4090
North Lanarkshire,2006-07,Male,Net,440
North Lanarkshire,2006-07,Male,Out,3650
North Lanarkshire,2006-07,Persons,In,8240
North Lanarkshire,2006-07,Persons,Net,850
North Lanarkshire,2006-07,Persons,Out,7390
North Lanarkshire,2007-08,Female,In,4170
North Lanarkshire,2007-08,Female,Net,460
North Lanarkshire,2007-08,Female,Out,3710
North Lanarkshire,2007-08,Male,In,3840
North Lanarkshire,2007-08,Male,Net,80
North Lanarkshire,2007-08,Male,Out,3760
North Lanarkshire,2007-08,Persons,In,8010
North Lanarkshire,2007-08,Persons,Net,530
North Lanarkshire,2007-08,Persons,Out,7470
North Lanarkshire,2008-09,Female,In,3540
North Lanarkshire,2008-09,Female,Net,20
North Lanarkshire,2008-09,Female,Out,3530
North Lanarkshire,2008-09,Male,In,3580
North Lanarkshire,2008-09,Male,Net,70
North Lanarkshire,2008-09,Male,Out,3510
North Lanarkshire,2008-09,Persons,In,7120
North Lanarkshire,2008-09,Persons,Net,90
North Lanarkshire,2008-09,Persons,Out,7040
North Lanarkshire,2009-10,Female,In,3170
North Lanarkshire,2009-10,Female,Net,-120
North Lanarkshire,2009-10,Female,Out,3280
North Lanarkshire,2009-10,Male,In,3060
North Lanarkshire,2009-10,Male,Net,-310
North Lanarkshire,2009-10,Male,Out,3360
North Lanarkshire,2009-10,Persons,In,6230
North Lanarkshire,2009-10,Persons,Net,-420
North Lanarkshire,2009-10,Persons,Out,6650
North Lanarkshire,2010-11,Female,In,3290
North Lanarkshire,2010-11,Female,Net,-30
North Lanarkshire,2010-11,Female,Out,3320
North Lanarkshire,2010-11,Male,In,3250
North Lanarkshire,2010-11,Male,Net,-30
North Lanarkshire,2010-11,Male,Out,3280
North Lanarkshire,2010-11,Persons,In,6540
North Lanarkshire,2010-11,Persons,Net,-60
North Lanarkshire,2010-11,Persons,Out,6600
North Lanarkshire,2011-12,Female,In,3390
North Lanarkshire,2011-12,Female,Net,-10
North Lanarkshire,2011-12,Female,Out,3390
North Lanarkshire,2011-12,Male,In,3320
North Lanarkshire,2011-12,Male,Net,-270
North Lanarkshire,2011-12,Male,Out,3590
North Lanarkshire,2011-12,Persons,In,6710
North Lanarkshire,2011-12,Persons,Net,-270
North Lanarkshire,2011-12,Persons,Out,6980
North Lanarkshire,2012-13,Female,In,3310
North Lanarkshire,2012-13,Female,Net,-150
North Lanarkshire,2012-13,Female,Out,3460
North Lanarkshire,2012-13,Male,In,3330
North Lanarkshire,2012-13,Male,Net,-240
North Lanarkshire,2012-13,Male,Out,3570
North Lanarkshire,2012-13,Persons,In,6640
North Lanarkshire,2012-13,Persons,Net,-390
North Lanarkshire,2012-13,Persons,Out,7030
North Lanarkshire,2013-14,Female,In,3420
North Lanarkshire,2013-14,Female,Net,20
North Lanarkshire,2013-14,Female,Out,3400
North Lanarkshire,2013-14,Male,In,3500
North Lanarkshire,2013-14,Male,Net,-100
North Lanarkshire,2013-14,Male,Out,3600
North Lanarkshire,2013-14,Persons,In,6920
North Lanarkshire,2013-14,Persons,Net,-90
North Lanarkshire,2013-14,Persons,Out,7010
North Lanarkshire,2014-15,Female,In,3710
North Lanarkshire,2014-15,Female,Net,120
North Lanarkshire,2014-15,Female,Out,3600
North Lanarkshire,2014-15,Male,In,3870
North Lanarkshire,2014-15,Male,Net,30
North Lanarkshire,2014-15,Male,Out,3850
North Lanarkshire,2014-15,Persons,In,7580
North Lanarkshire,2014-15,Persons,Net,140
North Lanarkshire,2014-15,Persons,Out,7440
North Lanarkshire,2015-16,Female,In,3980
North Lanarkshire,2015-16,Female,Net,510
North Lanarkshire,2015-16,Female,Out,3470
North Lanarkshire,2015-16,Male,In,4080
North Lanarkshire,2015-16,Male,Net,480
North Lanarkshire,2015-16,Male,Out,3610
North Lanarkshire,2015-16,Persons,In,8060
North Lanarkshire,2015-16,Persons,Net,980
North Lanarkshire,2015-16,Persons,Out,7080
North Lanarkshire,2016-17,Female,In,3740
North Lanarkshire,2016-17,Female,Net,400
North Lanarkshire,2016-17,Female,Out,3340
North Lanarkshire,2016-17,Male,In,3960
North Lanarkshire,2016-17,Male,Net,330
North Lanarkshire,2016-17,Male,Out,3620
North Lanarkshire,2016-17,Persons,In,7690
North Lanarkshire,2016-17,Persons,Net,730
North Lanarkshire,2016-17,Persons,Out,6960
North Lanarkshire,2017-18,Female,In,3730
North Lanarkshire,2017-18,Female,Net,210
North Lanarkshire,2017-18,Female,Out,3520
North Lanarkshire,2017-18,Male,In,4080
North Lanarkshire,2017-18,Male,Net,340
North Lanarkshire,2017-18,Male,Out,3740
North Lanarkshire,2017-18,Persons,In,7810
North Lanarkshire,2017-18,Persons,Net,550
North Lanarkshire,2017-18,Persons,Out,7260
North Lanarkshire,2018-19,Female,In,4040
North Lanarkshire,2018-19,Female,Net,690
North Lanarkshire,2018-19,Female,Out,3350
North Lanarkshire,2018-19,Male,In,4340
North Lanarkshire,2018-19,Male,Net,530
North Lanarkshire,2018-19,Male,Out,3810
North Lanarkshire,2018-19,Persons,In,8380
North Lanarkshire,2018-19,Persons,Net,1220
North Lanarkshire,2018-19,Persons,Out,7160
Orkney Islands,2001-02,Female,In,360
Orkney Islands,2001-02,Female,Net,30
Orkney Islands,2001-02,Female,Out,330
Orkney Islands,2001-02,Male,In,340
Orkney Islands,2001-02,Male,Net,30
Orkney Islands,2001-02,Male,Out,320
Orkney Islands,2001-02,Persons,In,700
Orkney Islands,2001-02,Persons,Net,60
Orkney Islands,2001-02,Persons,Out,640
Orkney Islands,2002-03,Female,In,420
Orkney Islands,2002-03,Female,Net,70
Orkney Islands,2002-03,Female,Out,350
Orkney Islands,2002-03,Male,In,380
Orkney Islands,2002-03,Male,Net,70
Orkney Islands,2002-03,Male,Out,310
Orkney Islands,2002-03,Persons,In,800
Orkney Islands,2002-03,Persons,Net,140
Orkney Islands,2002-03,Persons,Out,660
Orkney Islands,2003-04,Female,In,470
Orkney Islands,2003-04,Female,Net,150
Orkney Islands,2003-04,Female,Out,320
Orkney Islands,2003-04,Male,In,430
Orkney Islands,2003-04,Male,Net,110
Orkney Islands,2003-04,Male,Out,320
Orkney Islands,2003-04,Persons,In,900
Orkney Islands,2003-04,Persons,Net,260
Orkney Islands,2003-04,Persons,Out,640
Orkney Islands,2004-05,Female,In,430
Orkney Islands,2004-05,Female,Net,90
Orkney Islands,2004-05,Female,Out,340
Orkney Islands,2004-05,Male,In,370
Orkney Islands,2004-05,Male,Net,50
Orkney Islands,2004-05,Male,Out,320
Orkney Islands,2004-05,Persons,In,800
Orkney Islands,2004-05,Persons,Net,140
Orkney Islands,2004-05,Persons,Out,670
Orkney Islands,2005-06,Female,In,400
Orkney Islands,2005-06,Female,Net,110
Orkney Islands,2005-06,Female,Out,300
Orkney Islands,2005-06,Male,In,380
Orkney Islands,2005-06,Male,Net,90
Orkney Islands,2005-06,Male,Out,280
Orkney Islands,2005-06,Persons,In,780
Orkney Islands,2005-06,Persons,Net,200
Orkney Islands,2005-06,Persons,Out,580
Orkney Islands,2006-07,Female,In,380
Orkney Islands,2006-07,Female,Net,60
Orkney Islands,2006-07,Female,Out,320
Orkney Islands,2006-07,Male,In,360
Orkney Islands,2006-07,Male,Net,90
Orkney Islands,2006-07,Male,Out,280
Orkney Islands,2006-07,Persons,In,740
Orkney Islands,2006-07,Persons,Net,140
Orkney Islands,2006-07,Persons,Out,600
Orkney Islands,2007-08,Female,In,380
Orkney Islands,2007-08,Female,Net,50
Orkney Islands,2007-08,Female,Out,330
Orkney Islands,2007-08,Male,In,360
Orkney Islands,2007-08,Male,Net,40
Orkney Islands,2007-08,Male,Out,320
Orkney Islands,2007-08,Persons,In,750
Orkney Islands,2007-08,Persons,Net,100
Orkney Islands,2007-08,Persons,Out,650
Orkney Islands,2008-09,Female,In,380
Orkney Islands,2008-09,Female,Net,60
Orkney Islands,2008-09,Female,Out,310
Orkney Islands,2008-09,Male,In,330
Orkney Islands,2008-09,Male,Net,30
Orkney Islands,2008-09,Male,Out,310
Orkney Islands,2008-09,Persons,In,710
Orkney Islands,2008-09,Persons,Net,90
Orkney Islands,2008-09,Persons,Out,620
Orkney Islands,2009-10,Female,In,420
Orkney Islands,2009-10,Female,Net,90
Orkney Islands,2009-10,Female,Out,330
Orkney Islands,2009-10,Male,In,380
Orkney Islands,2009-10,Male,Net,70
Orkney Islands,2009-10,Male,Out,310
Orkney Islands,2009-10,Persons,In,810
Orkney Islands,2009-10,Persons,Net,160
Orkney Islands,2009-10,Persons,Out,640
Orkney Islands,2010-11,Female,In,330
Orkney Islands,2010-11,Female,Net,20
Orkney Islands,2010-11,Female,Out,310
Orkney Islands,2010-11,Male,In,330
Orkney Islands,2010-11,Male,Net,80
Orkney Islands,2010-11,Male,Out,260
Orkney Islands,2010-11,Persons,In,670
Orkney Islands,2010-11,Persons,Net,100
Orkney Islands,2010-11,Persons,Out,570
Orkney Islands,2011-12,Female,In,390
Orkney Islands,2011-12,Female,Net,50
Orkney Islands,2011-12,Female,Out,340
Orkney Islands,2011-12,Male,In,350
Orkney Islands,2011-12,Male,Net,60
Orkney Islands,2011-12,Male,Out,290
Orkney Islands,2011-12,Persons,In,740
Orkney Islands,2011-12,Persons,Net,110
Orkney Islands,2011-12,Persons,Out,630
Orkney Islands,2012-13,Female,In,380
Orkney Islands,2012-13,Female,Net,40
Orkney Islands,2012-13,Female,Out,350
Orkney Islands,2012-13,Male,In,380
Orkney Islands,2012-13,Male,Net,40
Orkney Islands,2012-13,Male,Out,340
Orkney Islands,2012-13,Persons,In,760
Orkney Islands,2012-13,Persons,Net,80
Orkney Islands,2012-13,Persons,Out,680
Orkney Islands,2013-14,Female,In,400
Orkney Islands,2013-14,Female,Net,40
Orkney Islands,2013-14,Female,Out,360
Orkney Islands,2013-14,Male,In,340
Orkney Islands,2013-14,Male,Net,20
Orkney Islands,2013-14,Male,Out,320
Orkney Islands,2013-14,Persons,In,750
Orkney Islands,2013-14,Persons,Net,70
Orkney Islands,2013-14,Persons,Out,680
Orkney Islands,2014-15,Female,In,360
Orkney Islands,2014-15,Female,Net,50
Orkney Islands,2014-15,Female,Out,310
Orkney Islands,2014-15,Male,In,350
Orkney Islands,2014-15,Male,Net,50
Orkney Islands,2014-15,Male,Out,310
Orkney Islands,2014-15,Persons,In,710
Orkney Islands,2014-15,Persons,Net,100
Orkney Islands,2014-15,Persons,Out,610
Orkney Islands,2015-16,Female,In,440
Orkney Islands,2015-16,Female,Net,110
Orkney Islands,2015-16,Female,Out,340
Orkney Islands,2015-16,Male,In,420
Orkney Islands,2015-16,Male,Net,120
Orkney Islands,2015-16,Male,Out,300
Orkney Islands,2015-16,Persons,In,860
Orkney Islands,2015-16,Persons,Net,220
Orkney Islands,2015-16,Persons,Out,640
Orkney Islands,2016-17,Female,In,410
Orkney Islands,2016-17,Female,Net,120
Orkney Islands,2016-17,Female,Out,290
Orkney Islands,2016-17,Male,In,380
Orkney Islands,2016-17,Male,Net,90
Orkney Islands,2016-17,Male,Out,290
Orkney Islands,2016-17,Persons,In,780
Orkney Islands,2016-17,Persons,Net,200
Orkney Islands,2016-17,Persons,Out,580
Orkney Islands,2017-18,Female,In,410
Orkney Islands,2017-18,Female,Net,120
Orkney Islands,2017-18,Female,Out,290
Orkney Islands,2017-18,Male,In,410
Orkney Islands,2017-18,Male,Net,130
Orkney Islands,2017-18,Male,Out,280
Orkney Islands,2017-18,Persons,In,820
Orkney Islands,2017-18,Persons,Net,250
Orkney Islands,2017-18,Persons,Out,570
Orkney Islands,2018-19,Female,In,430
Orkney Islands,2018-19,Female,Net,80
Orkney Islands,2018-19,Female,Out,360
Orkney Islands,2018-19,Male,In,370
Orkney Islands,2018-19,Male,Net,70
Orkney Islands,2018-19,Male,Out,300
Orkney Islands,2018-19,Persons,In,810
Orkney Islands,2018-19,Persons,Net,150
Orkney Islands,2018-19,Persons,Out,660
Perth and Kinross,2001-02,Female,In,3340
Perth and Kinross,2001-02,Female,Net,580
Perth and Kinross,2001-02,Female,Out,2760
Perth and Kinross,2001-02,Male,In,3100
Perth and Kinross,2001-02,Male,Net,450
Perth and Kinross,2001-02,Male,Out,2650
Perth and Kinross,2001-02,Persons,In,6440
Perth and Kinross,2001-02,Persons,Net,1030
Perth and Kinross,2001-02,Persons,Out,5410
Perth and Kinross,2002-03,Female,In,3340
Perth and Kinross,2002-03,Female,Net,730
Perth and Kinross,2002-03,Female,Out,2610
Perth and Kinross,2002-03,Male,In,3170
Perth and Kinross,2002-03,Male,Net,860
Perth and Kinross,2002-03,Male,Out,2310
Perth and Kinross,2002-03,Persons,In,6510
Perth and Kinross,2002-03,Persons,Net,1580
Perth and Kinross,2002-03,Persons,Out,4930
Perth and Kinross,2003-04,Female,In,3680
Perth and Kinross,2003-04,Female,Net,950
Perth and Kinross,2003-04,Female,Out,2730
Perth and Kinross,2003-04,Male,In,3240
Perth and Kinross,2003-04,Male,Net,720
Perth and Kinross,2003-04,Male,Out,2520
Perth and Kinross,2003-04,Persons,In,6920
Perth and Kinross,2003-04,Persons,Net,1670
Perth and Kinross,2003-04,Persons,Out,5250
Perth and Kinross,2004-05,Female,In,3790
Perth and Kinross,2004-05,Female,Net,1060
Perth and Kinross,2004-05,Female,Out,2730
Perth and Kinross,2004-05,Male,In,3600
Perth and Kinross,2004-05,Male,Net,1000
Perth and Kinross,2004-05,Male,Out,2600
Perth and Kinross,2004-05,Persons,In,7390
Perth and Kinross,2004-05,Persons,Net,2060
Perth and Kinross,2004-05,Persons,Out,5320
Perth and Kinross,2005-06,Female,In,3720
Perth and Kinross,2005-06,Female,Net,1030
Perth and Kinross,2005-06,Female,Out,2690
Perth and Kinross,2005-06,Male,In,3580
Perth and Kinross,2005-06,Male,Net,990
Perth and Kinross,2005-06,Male,Out,2590
Perth and Kinross,2005-06,Persons,In,7300
Perth and Kinross,2005-06,Persons,Net,2020
Perth and Kinross,2005-06,Persons,Out,5280
Perth and Kinross,2006-07,Female,In,3670
Perth and Kinross,2006-07,Female,Net,1100
Perth and Kinross,2006-07,Female,Out,2570
Perth and Kinross,2006-07,Male,In,3860
Perth and Kinross,2006-07,Male,Net,1340
Perth and Kinross,2006-07,Male,Out,2520
Perth and Kinross,2006-07,Persons,In,7530
Perth and Kinross,2006-07,Persons,Net,2440
Perth and Kinross,2006-07,Persons,Out,5090
Perth and Kinross,2007-08,Female,In,3840
Perth and Kinross,2007-08,Female,Net,1100
Perth and Kinross,2007-08,Female,Out,2740
Perth and Kinross,2007-08,Male,In,4000
Perth and Kinross,2007-08,Male,Net,1300
Perth and Kinross,2007-08,Male,Out,2700
Perth and Kinross,2007-08,Persons,In,7850
Perth and Kinross,2007-08,Persons,Net,2400
Perth and Kinross,2007-08,Persons,Out,5450
Perth and Kinross,2008-09,Female,In,3360
Perth and Kinross,2008-09,Female,Net,750
Perth and Kinross,2008-09,Female,Out,2610
Perth and Kinross,2008-09,Male,In,3630
Perth and Kinross,2008-09,Male,Net,1050
Perth and Kinross,2008-09,Male,Out,2570
Perth and Kinross,2008-09,Persons,In,6980
Perth and Kinross,2008-09,Persons,Net,1800
Perth and Kinross,2008-09,Persons,Out,5180
Perth and Kinross,2009-10,Female,In,3430
Perth and Kinross,2009-10,Female,Net,860
Perth and Kinross,2009-10,Female,Out,2570
Perth and Kinross,2009-10,Male,In,3560
Perth and Kinross,2009-10,Male,Net,1000
Perth and Kinross,2009-10,Male,Out,2550
Perth and Kinross,2009-10,Persons,In,6980
Perth and Kinross,2009-10,Persons,Net,1860
Perth and Kinross,2009-10,Persons,Out,5120
Perth and Kinross,2010-11,Female,In,3140
Perth and Kinross,2010-11,Female,Net,780
Perth and Kinross,2010-11,Female,Out,2360
Perth and Kinross,2010-11,Male,In,3320
Perth and Kinross,2010-11,Male,Net,1050
Perth and Kinross,2010-11,Male,Out,2280
Perth and Kinross,2010-11,Persons,In,6460
Perth and Kinross,2010-11,Persons,Net,1830
Perth and Kinross,2010-11,Persons,Out,4630
Perth and Kinross,2011-12,Female,In,3170
Perth and Kinross,2011-12,Female,Net,460
Perth and Kinross,2011-12,Female,Out,2710
Perth and Kinross,2011-12,Male,In,3220
Perth and Kinross,2011-12,Male,Net,520
Perth and Kinross,2011-12,Male,Out,2700
Perth and Kinross,2011-12,Persons,In,6390
Perth and Kinross,2011-12,Persons,Net,980
Perth and Kinross,2011-12,Persons,Out,5410
Perth and Kinross,2012-13,Female,In,2900
Perth and Kinross,2012-13,Female,Net,210
Perth and Kinross,2012-13,Female,Out,2690
Perth and Kinross,2012-13,Male,In,3080
Perth and Kinross,2012-13,Male,Net,170
Perth and Kinross,2012-13,Male,Out,2910
Perth and Kinross,2012-13,Persons,In,5980
Perth and Kinross,2012-13,Persons,Net,380
Perth and Kinross,2012-13,Persons,Out,5600
Perth and Kinross,2013-14,Female,In,3290
Perth and Kinross,2013-14,Female,Net,710
Perth and Kinross,2013-14,Female,Out,2580
Perth and Kinross,2013-14,Male,In,3470
Perth and Kinross,2013-14,Male,Net,700
Perth and Kinross,2013-14,Male,Out,2780
Perth and Kinross,2013-14,Persons,In,6760
Perth and Kinross,2013-14,Persons,Net,1410
Perth and Kinross,2013-14,Persons,Out,5350
Perth and Kinross,2014-15,Female,In,3150
Perth and Kinross,2014-15,Female,Net,510
Perth and Kinross,2014-15,Female,Out,2640
Perth and Kinross,2014-15,Male,In,3360
Perth and Kinross,2014-15,Male,Net,750
Perth and Kinross,2014-15,Male,Out,2610
