Council area,Year,Sex,Age group,Number
South Lanarkshire,2009-10,Male,40 to 44,48
South Lanarkshire,2009-10,Male,45 to 49,63
South Lanarkshire,2009-10,Male,5 to 9,28
South Lanarkshire,2009-10,Male,50 to 54,13
South Lanarkshire,2009-10,Male,55 to 59,-4
South Lanarkshire,2009-10,Male,60 to 64,25
South Lanarkshire,2009-10,Male,65 to 69,-8
South Lanarkshire,2009-10,Male,70 to 74,-3
South Lanarkshire,2009-10,Male,75 to 79,19
South Lanarkshire,2009-10,Male,80 to 84,5
South Lanarkshire,2009-10,Male,85 to 89,4
South Lanarkshire,2009-10,Male,90 and over,8
South Lanarkshire,2009-10,Male,All ages,376
South Lanarkshire,2010-11,Female,0 to 4,30
South Lanarkshire,2010-11,Female,10 to 14,-32
South Lanarkshire,2010-11,Female,15 to 19,-68
South Lanarkshire,2010-11,Female,20 to 24,33
South Lanarkshire,2010-11,Female,25 to 29,35
South Lanarkshire,2010-11,Female,30 to 34,104
South Lanarkshire,2010-11,Female,35 to 39,17
South Lanarkshire,2010-11,Female,40 to 44,-18
South Lanarkshire,2010-11,Female,45 to 49,11
South Lanarkshire,2010-11,Female,5 to 9,26
South Lanarkshire,2010-11,Female,50 to 54,4
South Lanarkshire,2010-11,Female,55 to 59,-4
South Lanarkshire,2010-11,Female,60 to 64,14
South Lanarkshire,2010-11,Female,65 to 69,-4
South Lanarkshire,2010-11,Female,70 to 74,10
South Lanarkshire,2010-11,Female,75 to 79,24
South Lanarkshire,2010-11,Female,80 to 84,23
South Lanarkshire,2010-11,Female,85 to 89,34
South Lanarkshire,2010-11,Female,90 and over,30
South Lanarkshire,2010-11,Female,All ages,269
South Lanarkshire,2010-11,Male,0 to 4,22
South Lanarkshire,2010-11,Male,10 to 14,23
South Lanarkshire,2010-11,Male,15 to 19,-47
South Lanarkshire,2010-11,Male,20 to 24,-11
South Lanarkshire,2010-11,Male,25 to 29,34
South Lanarkshire,2010-11,Male,30 to 34,37
South Lanarkshire,2010-11,Male,35 to 39,54
South Lanarkshire,2010-11,Male,40 to 44,48
South Lanarkshire,2010-11,Male,45 to 49,37
South Lanarkshire,2010-11,Male,5 to 9,22
South Lanarkshire,2010-11,Male,50 to 54,10
South Lanarkshire,2010-11,Male,55 to 59,44
South Lanarkshire,2010-11,Male,60 to 64,1
South Lanarkshire,2010-11,Male,65 to 69,12
South Lanarkshire,2010-11,Male,70 to 74,1
South Lanarkshire,2010-11,Male,75 to 79,-3
South Lanarkshire,2010-11,Male,80 to 84,17
South Lanarkshire,2010-11,Male,85 to 89,4
South Lanarkshire,2010-11,Male,90 and over,13
South Lanarkshire,2010-11,Male,All ages,318
South Lanarkshire,2011-12,Female,0 to 4,52
South Lanarkshire,2011-12,Female,10 to 14,26
South Lanarkshire,2011-12,Female,15 to 19,-123
South Lanarkshire,2011-12,Female,20 to 24,-18
South Lanarkshire,2011-12,Female,25 to 29,58
South Lanarkshire,2011-12,Female,30 to 34,117
South Lanarkshire,2011-12,Female,35 to 39,19
South Lanarkshire,2011-12,Female,40 to 44,2
South Lanarkshire,2011-12,Female,45 to 49,24
South Lanarkshire,2011-12,Female,5 to 9,19
South Lanarkshire,2011-12,Female,50 to 54,45
South Lanarkshire,2011-12,Female,55 to 59,-15
South Lanarkshire,2011-12,Female,60 to 64,19
South Lanarkshire,2011-12,Female,65 to 69,-8
South Lanarkshire,2011-12,Female,70 to 74,4
South Lanarkshire,2011-12,Female,75 to 79,1
South Lanarkshire,2011-12,Female,80 to 84,23
South Lanarkshire,2011-12,Female,85 to 89,12
South Lanarkshire,2011-12,Female,90 and over,46
South Lanarkshire,2011-12,Female,All ages,303
South Lanarkshire,2011-12,Male,0 to 4,93
South Lanarkshire,2011-12,Male,10 to 14,37
South Lanarkshire,2011-12,Male,15 to 19,-54
South Lanarkshire,2011-12,Male,20 to 24,-98
South Lanarkshire,2011-12,Male,25 to 29,-83
South Lanarkshire,2011-12,Male,30 to 34,85
South Lanarkshire,2011-12,Male,35 to 39,67
South Lanarkshire,2011-12,Male,40 to 44,21
South Lanarkshire,2011-12,Male,45 to 49,14
South Lanarkshire,2011-12,Male,5 to 9,24
South Lanarkshire,2011-12,Male,50 to 54,-14
South Lanarkshire,2011-12,Male,55 to 59,2
South Lanarkshire,2011-12,Male,60 to 64,-20
South Lanarkshire,2011-12,Male,65 to 69,-7
South Lanarkshire,2011-12,Male,70 to 74,9
South Lanarkshire,2011-12,Male,75 to 79,9
South Lanarkshire,2011-12,Male,80 to 84,-1
South Lanarkshire,2011-12,Male,85 to 89,13
South Lanarkshire,2011-12,Male,90 and over,8
South Lanarkshire,2011-12,Male,All ages,105
South Lanarkshire,2012-13,Female,0 to 4,32
South Lanarkshire,2012-13,Female,10 to 14,15
South Lanarkshire,2012-13,Female,15 to 19,-94
South Lanarkshire,2012-13,Female,20 to 24,39
South Lanarkshire,2012-13,Female,25 to 29,-32
South Lanarkshire,2012-13,Female,30 to 34,121
South Lanarkshire,2012-13,Female,35 to 39,53
South Lanarkshire,2012-13,Female,40 to 44,15
South Lanarkshire,2012-13,Female,45 to 49,13
South Lanarkshire,2012-13,Female,5 to 9,11
South Lanarkshire,2012-13,Female,50 to 54,31
South Lanarkshire,2012-13,Female,55 to 59,9
South Lanarkshire,2012-13,Female,60 to 64,8
South Lanarkshire,2012-13,Female,65 to 69,-7
South Lanarkshire,2012-13,Female,70 to 74,11
South Lanarkshire,2012-13,Female,75 to 79,16
South Lanarkshire,2012-13,Female,80 to 84,27
South Lanarkshire,2012-13,Female,85 to 89,43
South Lanarkshire,2012-13,Female,90 and over,31
South Lanarkshire,2012-13,Female,All ages,342
South Lanarkshire,2012-13,Male,0 to 4,37
South Lanarkshire,2012-13,Male,10 to 14,-3
South Lanarkshire,2012-13,Male,15 to 19,-61
South Lanarkshire,2012-13,Male,20 to 24,-51
South Lanarkshire,2012-13,Male,25 to 29,85
South Lanarkshire,2012-13,Male,30 to 34,7
South Lanarkshire,2012-13,Male,35 to 39,32
South Lanarkshire,2012-13,Male,40 to 44,32
South Lanarkshire,2012-13,Male,45 to 49,36
South Lanarkshire,2012-13,Male,5 to 9,0
South Lanarkshire,2012-13,Male,50 to 54,27
South Lanarkshire,2012-13,Male,55 to 59,26
South Lanarkshire,2012-13,Male,60 to 64,13
South Lanarkshire,2012-13,Male,65 to 69,10
South Lanarkshire,2012-13,Male,70 to 74,1
South Lanarkshire,2012-13,Male,75 to 79,6
South Lanarkshire,2012-13,Male,80 to 84,9
South Lanarkshire,2012-13,Male,85 to 89,13
South Lanarkshire,2012-13,Male,90 and over,18
South Lanarkshire,2012-13,Male,All ages,237
South Lanarkshire,2013-14,Female,0 to 4,14
South Lanarkshire,2013-14,Female,10 to 14,1
South Lanarkshire,2013-14,Female,15 to 19,-87
South Lanarkshire,2013-14,Female,20 to 24,33
South Lanarkshire,2013-14,Female,25 to 29,50
South Lanarkshire,2013-14,Female,30 to 34,117
South Lanarkshire,2013-14,Female,35 to 39,30
South Lanarkshire,2013-14,Female,40 to 44,18
South Lanarkshire,2013-14,Female,45 to 49,2
South Lanarkshire,2013-14,Female,5 to 9,32
South Lanarkshire,2013-14,Female,50 to 54,29
South Lanarkshire,2013-14,Female,55 to 59,36
South Lanarkshire,2013-14,Female,60 to 64,20
South Lanarkshire,2013-14,Female,65 to 69,17
South Lanarkshire,2013-14,Female,70 to 74,6
South Lanarkshire,2013-14,Female,75 to 79,10
South Lanarkshire,2013-14,Female,80 to 84,-15
South Lanarkshire,2013-14,Female,85 to 89,-12
South Lanarkshire,2013-14,Female,90 and over,4
South Lanarkshire,2013-14,Female,All ages,305
South Lanarkshire,2013-14,Male,0 to 4,80
South Lanarkshire,2013-14,Male,10 to 14,16
South Lanarkshire,2013-14,Male,15 to 19,-55
South Lanarkshire,2013-14,Male,20 to 24,-72
South Lanarkshire,2013-14,Male,25 to 29,-16
South Lanarkshire,2013-14,Male,30 to 34,53
South Lanarkshire,2013-14,Male,35 to 39,63
South Lanarkshire,2013-14,Male,40 to 44,26
South Lanarkshire,2013-14,Male,45 to 49,36
South Lanarkshire,2013-14,Male,5 to 9,-12
South Lanarkshire,2013-14,Male,50 to 54,10
South Lanarkshire,2013-14,Male,55 to 59,20
South Lanarkshire,2013-14,Male,60 to 64,20
South Lanarkshire,2013-14,Male,65 to 69,30
South Lanarkshire,2013-14,Male,70 to 74,-7
South Lanarkshire,2013-14,Male,75 to 79,0
South Lanarkshire,2013-14,Male,80 to 84,9
South Lanarkshire,2013-14,Male,85 to 89,4
South Lanarkshire,2013-14,Male,90 and over,1
South Lanarkshire,2013-14,Male,All ages,206
South Lanarkshire,2014-15,Female,0 to 4,98
South Lanarkshire,2014-15,Female,10 to 14,48
South Lanarkshire,2014-15,Female,15 to 19,-68
South Lanarkshire,2014-15,Female,20 to 24,56
South Lanarkshire,2014-15,Female,25 to 29,65
South Lanarkshire,2014-15,Female,30 to 34,139
South Lanarkshire,2014-15,Female,35 to 39,122
South Lanarkshire,2014-15,Female,40 to 44,31
South Lanarkshire,2014-15,Female,45 to 49,33
South Lanarkshire,2014-15,Female,5 to 9,26
South Lanarkshire,2014-15,Female,50 to 54,0
South Lanarkshire,2014-15,Female,55 to 59,17
South Lanarkshire,2014-15,Female,60 to 64,11
South Lanarkshire,2014-15,Female,65 to 69,17
South Lanarkshire,2014-15,Female,70 to 74,4
South Lanarkshire,2014-15,Female,75 to 79,-9
South Lanarkshire,2014-15,Female,80 to 84,4
South Lanarkshire,2014-15,Female,85 to 89,-4
South Lanarkshire,2014-15,Female,90 and over,-1
South Lanarkshire,2014-15,Female,All ages,589
South Lanarkshire,2014-15,Male,0 to 4,96
South Lanarkshire,2014-15,Male,10 to 14,32
South Lanarkshire,2014-15,Male,15 to 19,-52
South Lanarkshire,2014-15,Male,20 to 24,-34
South Lanarkshire,2014-15,Male,25 to 29,1
South Lanarkshire,2014-15,Male,30 to 34,129
South Lanarkshire,2014-15,Male,35 to 39,71
South Lanarkshire,2014-15,Male,40 to 44,18
South Lanarkshire,2014-15,Male,45 to 49,58
South Lanarkshire,2014-15,Male,5 to 9,54
South Lanarkshire,2014-15,Male,50 to 54,22
South Lanarkshire,2014-15,Male,55 to 59,-8
South Lanarkshire,2014-15,Male,60 to 64,39
South Lanarkshire,2014-15,Male,65 to 69,18
South Lanarkshire,2014-15,Male,70 to 74,6
South Lanarkshire,2014-15,Male,75 to 79,7
South Lanarkshire,2014-15,Male,80 to 84,1
South Lanarkshire,2014-15,Male,85 to 89,-3
South Lanarkshire,2014-15,Male,90 and over,-10
South Lanarkshire,2014-15,Male,All ages,445
South Lanarkshire,2015-16,Female,0 to 4,87
South Lanarkshire,2015-16,Female,10 to 14,19
South Lanarkshire,2015-16,Female,15 to 19,-160
South Lanarkshire,2015-16,Female,20 to 24,-5
South Lanarkshire,2015-16,Female,25 to 29,128
South Lanarkshire,2015-16,Female,30 to 34,157
South Lanarkshire,2015-16,Female,35 to 39,84
South Lanarkshire,2015-16,Female,40 to 44,59
South Lanarkshire,2015-16,Female,45 to 49,45
South Lanarkshire,2015-16,Female,5 to 9,25
South Lanarkshire,2015-16,Female,50 to 54,45
South Lanarkshire,2015-16,Female,55 to 59,13
South Lanarkshire,2015-16,Female,60 to 64,6
South Lanarkshire,2015-16,Female,65 to 69,19
South Lanarkshire,2015-16,Female,70 to 74,10
South Lanarkshire,2015-16,Female,75 to 79,-9
South Lanarkshire,2015-16,Female,80 to 84,22
South Lanarkshire,2015-16,Female,85 to 89,20
South Lanarkshire,2015-16,Female,90 and over,5
South Lanarkshire,2015-16,Female,All ages,570
South Lanarkshire,2015-16,Male,0 to 4,69
South Lanarkshire,2015-16,Male,10 to 14,12
South Lanarkshire,2015-16,Male,15 to 19,-34
South Lanarkshire,2015-16,Male,20 to 24,-34
South Lanarkshire,2015-16,Male,25 to 29,38
South Lanarkshire,2015-16,Male,30 to 34,166
South Lanarkshire,2015-16,Male,35 to 39,103
South Lanarkshire,2015-16,Male,40 to 44,46
South Lanarkshire,2015-16,Male,45 to 49,29
South Lanarkshire,2015-16,Male,5 to 9,47
South Lanarkshire,2015-16,Male,50 to 54,-4
South Lanarkshire,2015-16,Male,55 to 59,18
South Lanarkshire,2015-16,Male,60 to 64,28
South Lanarkshire,2015-16,Male,65 to 69,34
South Lanarkshire,2015-16,Male,70 to 74,1
South Lanarkshire,2015-16,Male,75 to 79,-8
South Lanarkshire,2015-16,Male,80 to 84,10
South Lanarkshire,2015-16,Male,85 to 89,3
South Lanarkshire,2015-16,Male,90 and over,3
South Lanarkshire,2015-16,Male,All ages,527
South Lanarkshire,2016-17,Female,0 to 4,128
South Lanarkshire,2016-17,Female,10 to 14,25
South Lanarkshire,2016-17,Female,15 to 19,-120
South Lanarkshire,2016-17,Female,20 to 24,-9
South Lanarkshire,2016-17,Female,25 to 29,45
South Lanarkshire,2016-17,Female,30 to 34,144
South Lanarkshire,2016-17,Female,35 to 39,157
South Lanarkshire,2016-17,Female,40 to 44,29
South Lanarkshire,2016-17,Female,45 to 49,22
South Lanarkshire,2016-17,Female,5 to 9,53
South Lanarkshire,2016-17,Female,50 to 54,34
South Lanarkshire,2016-17,Female,55 to 59,36
South Lanarkshire,2016-17,Female,60 to 64,22
South Lanarkshire,2016-17,Female,65 to 69,-7
South Lanarkshire,2016-17,Female,70 to 74,4
South Lanarkshire,2016-17,Female,75 to 79,4
South Lanarkshire,2016-17,Female,80 to 84,-3
South Lanarkshire,2016-17,Female,85 to 89,-9
South Lanarkshire,2016-17,Female,90 and over,3
South Lanarkshire,2016-17,Female,All ages,558
South Lanarkshire,2016-17,Male,0 to 4,119
South Lanarkshire,2016-17,Male,10 to 14,-2
South Lanarkshire,2016-17,Male,15 to 19,-36
South Lanarkshire,2016-17,Male,20 to 24,-15
South Lanarkshire,2016-17,Male,25 to 29,49
South Lanarkshire,2016-17,Male,30 to 34,136
South Lanarkshire,2016-17,Male,35 to 39,155
South Lanarkshire,2016-17,Male,40 to 44,84
South Lanarkshire,2016-17,Male,45 to 49,37
South Lanarkshire,2016-17,Male,5 to 9,57
South Lanarkshire,2016-17,Male,50 to 54,49
South Lanarkshire,2016-17,Male,55 to 59,48
South Lanarkshire,2016-17,Male,60 to 64,40
South Lanarkshire,2016-17,Male,65 to 69,-31
South Lanarkshire,2016-17,Male,70 to 74,8
South Lanarkshire,2016-17,Male,75 to 79,14
South Lanarkshire,2016-17,Male,80 to 84,-4
South Lanarkshire,2016-17,Male,85 to 89,4
South Lanarkshire,2016-17,Male,90 and over,8
South Lanarkshire,2016-17,Male,All ages,720
South Lanarkshire,2017-18,Female,0 to 4,51
South Lanarkshire,2017-18,Female,10 to 14,19
South Lanarkshire,2017-18,Female,15 to 19,-135
South Lanarkshire,2017-18,Female,20 to 24,50
South Lanarkshire,2017-18,Female,25 to 29,68
South Lanarkshire,2017-18,Female,30 to 34,201
South Lanarkshire,2017-18,Female,35 to 39,140
South Lanarkshire,2017-18,Female,40 to 44,62
South Lanarkshire,2017-18,Female,45 to 49,64
South Lanarkshire,2017-18,Female,5 to 9,19
South Lanarkshire,2017-18,Female,50 to 54,45
South Lanarkshire,2017-18,Female,55 to 59,41
South Lanarkshire,2017-18,Female,60 to 64,39
South Lanarkshire,2017-18,Female,65 to 69,35
South Lanarkshire,2017-18,Female,70 to 74,8
South Lanarkshire,2017-18,Female,75 to 79,3
South Lanarkshire,2017-18,Female,80 to 84,16
South Lanarkshire,2017-18,Female,85 to 89,-1
South Lanarkshire,2017-18,Female,90 and over,19
South Lanarkshire,2017-18,Female,All ages,744
South Lanarkshire,2017-18,Male,0 to 4,82
South Lanarkshire,2017-18,Male,10 to 14,13
South Lanarkshire,2017-18,Male,15 to 19,-40
South Lanarkshire,2017-18,Male,20 to 24,-52
South Lanarkshire,2017-18,Male,25 to 29,-6
South Lanarkshire,2017-18,Male,30 to 34,61
South Lanarkshire,2017-18,Male,35 to 39,156
South Lanarkshire,2017-18,Male,40 to 44,37
South Lanarkshire,2017-18,Male,45 to 49,31
South Lanarkshire,2017-18,Male,5 to 9,44
South Lanarkshire,2017-18,Male,50 to 54,55
South Lanarkshire,2017-18,Male,55 to 59,86
South Lanarkshire,2017-18,Male,60 to 64,46
South Lanarkshire,2017-18,Male,65 to 69,7
South Lanarkshire,2017-18,Male,70 to 74,21
South Lanarkshire,2017-18,Male,75 to 79,2
South Lanarkshire,2017-18,Male,80 to 84,10
South Lanarkshire,2017-18,Male,85 to 89,2
South Lanarkshire,2017-18,Male,90 and over,0
South Lanarkshire,2017-18,Male,All ages,555
South Lanarkshire,2018-19,Female,0 to 4,90
South Lanarkshire,2018-19,Female,10 to 14,60
South Lanarkshire,2018-19,Female,15 to 19,-78
South Lanarkshire,2018-19,Female,20 to 24,112
South Lanarkshire,2018-19,Female,25 to 29,145
South Lanarkshire,2018-19,Female,30 to 34,156
South Lanarkshire,2018-19,Female,35 to 39,122
South Lanarkshire,2018-19,Female,40 to 44,43
South Lanarkshire,2018-19,Female,45 to 49,52
South Lanarkshire,2018-19,Female,5 to 9,84
South Lanarkshire,2018-19,Female,50 to 54,10
South Lanarkshire,2018-19,Female,55 to 59,26
South Lanarkshire,2018-19,Female,60 to 64,24
South Lanarkshire,2018-19,Female,65 to 69,17
South Lanarkshire,2018-19,Female,70 to 74,7
South Lanarkshire,2018-19,Female,75 to 79,24
South Lanarkshire,2018-19,Female,80 to 84,12
South Lanarkshire,2018-19,Female,85 to 89,-9
South Lanarkshire,2018-19,Female,90 and over,-4
South Lanarkshire,2018-19,Female,All ages,893
South Lanarkshire,2018-19,Male,0 to 4,128
South Lanarkshire,2018-19,Male,10 to 14,29
South Lanarkshire,2018-19,Male,15 to 19,6
South Lanarkshire,2018-19,Male,20 to 24,-16
South Lanarkshire,2018-19,Male,25 to 29,84
South Lanarkshire,2018-19,Male,30 to 34,166
South Lanarkshire,2018-19,Male,35 to 39,158
South Lanarkshire,2018-19,Male,40 to 44,67
South Lanarkshire,2018-19,Male,45 to 49,108
South Lanarkshire,2018-19,Male,5 to 9,49
South Lanarkshire,2018-19,Male,50 to 54,13
South Lanarkshire,2018-19,Male,55 to 59,28
South Lanarkshire,2018-19,Male,60 to 64,61
South Lanarkshire,2018-19,Male,65 to 69,5
South Lanarkshire,2018-19,Male,70 to 74,15
South Lanarkshire,2018-19,Male,75 to 79,5
South Lanarkshire,2018-19,Male,80 to 84,22
South Lanarkshire,2018-19,Male,85 to 89,11
South Lanarkshire,2018-19,Male,90 and over,4
South Lanarkshire,2018-19,Male,All ages,943
Stirling,2001-02,Female,0 to 4,73
Stirling,2001-02,Female,10 to 14,28
Stirling,2001-02,Female,15 to 19,407
Stirling,2001-02,Female,20 to 24,-260
Stirling,2001-02,Female,25 to 29,-58
Stirling,2001-02,Female,30 to 34,110
Stirling,2001-02,Female,35 to 39,98
Stirling,2001-02,Female,40 to 44,-3
Stirling,2001-02,Female,45 to 49,-6
Stirling,2001-02,Female,5 to 9,34
Stirling,2001-02,Female,50 to 54,0
Stirling,2001-02,Female,55 to 59,-5
Stirling,2001-02,Female,60 to 64,12
Stirling,2001-02,Female,65 to 69,4
Stirling,2001-02,Female,70 to 74,8
Stirling,2001-02,Female,75 to 79,9
Stirling,2001-02,Female,80 to 84,9
Stirling,2001-02,Female,85 to 89,11
Stirling,2001-02,Female,90 and over,10
Stirling,2001-02,Female,All ages,481
Stirling,2001-02,Male,0 to 4,47
Stirling,2001-02,Male,10 to 14,73
Stirling,2001-02,Male,15 to 19,217
Stirling,2001-02,Male,20 to 24,-163
Stirling,2001-02,Male,25 to 29,-124
Stirling,2001-02,Male,30 to 34,2
Stirling,2001-02,Male,35 to 39,42
Stirling,2001-02,Male,40 to 44,57
Stirling,2001-02,Male,45 to 49,21
Stirling,2001-02,Male,5 to 9,37
Stirling,2001-02,Male,50 to 54,8
Stirling,2001-02,Male,55 to 59,-11
Stirling,2001-02,Male,60 to 64,10
Stirling,2001-02,Male,65 to 69,-1
Stirling,2001-02,Male,70 to 74,10
Stirling,2001-02,Male,75 to 79,7
Stirling,2001-02,Male,80 to 84,5
Stirling,2001-02,Male,85 to 89,5
Stirling,2001-02,Male,90 and over,-1
Stirling,2001-02,Male,All ages,241
Stirling,2002-03,Female,0 to 4,43
Stirling,2002-03,Female,10 to 14,38
Stirling,2002-03,Female,15 to 19,375
Stirling,2002-03,Female,20 to 24,-154
Stirling,2002-03,Female,25 to 29,-43
Stirling,2002-03,Female,30 to 34,106
Stirling,2002-03,Female,35 to 39,20
Stirling,2002-03,Female,40 to 44,5
Stirling,2002-03,Female,45 to 49,4
Stirling,2002-03,Female,5 to 9,16
Stirling,2002-03,Female,50 to 54,-7
Stirling,2002-03,Female,55 to 59,-12
Stirling,2002-03,Female,60 to 64,5
Stirling,2002-03,Female,65 to 69,-9
Stirling,2002-03,Female,70 to 74,0
Stirling,2002-03,Female,75 to 79,-11
Stirling,2002-03,Female,80 to 84,0
Stirling,2002-03,Female,85 to 89,-2
Stirling,2002-03,Female,90 and over,-12
Stirling,2002-03,Female,All ages,362
Stirling,2002-03,Male,0 to 4,79
Stirling,2002-03,Male,10 to 14,18
Stirling,2002-03,Male,15 to 19,304
Stirling,2002-03,Male,20 to 24,-97
Stirling,2002-03,Male,25 to 29,-94
Stirling,2002-03,Male,30 to 34,44
Stirling,2002-03,Male,35 to 39,41
Stirling,2002-03,Male,40 to 44,45
Stirling,2002-03,Male,45 to 49,-5
Stirling,2002-03,Male,5 to 9,17
Stirling,2002-03,Male,50 to 54,-1
Stirling,2002-03,Male,55 to 59,-10
Stirling,2002-03,Male,60 to 64,-6
Stirling,2002-03,Male,65 to 69,-3
Stirling,2002-03,Male,70 to 74,-4
Stirling,2002-03,Male,75 to 79,-5
Stirling,2002-03,Male,80 to 84,-6
Stirling,2002-03,Male,85 to 89,-2
Stirling,2002-03,Male,90 and over,-2
Stirling,2002-03,Male,All ages,313
Stirling,2003-04,Female,0 to 4,121
Stirling,2003-04,Female,10 to 14,48
Stirling,2003-04,Female,15 to 19,-79
Stirling,2003-04,Female,20 to 24,-263
Stirling,2003-04,Female,25 to 29,-69
Stirling,2003-04,Female,30 to 34,81
Stirling,2003-04,Female,35 to 39,69
Stirling,2003-04,Female,40 to 44,57
Stirling,2003-04,Female,45 to 49,7
Stirling,2003-04,Female,5 to 9,52
Stirling,2003-04,Female,50 to 54,11
Stirling,2003-04,Female,55 to 59,0
Stirling,2003-04,Female,60 to 64,0
